key_point_id,evidence_id_1,evidence_id_2,evidence_id_3,evidence_id_4,evidence_id_5,evidence_1,evidence_2,evidence_3,evidence_4,evidence_5,topic,source_1,source_2,source_3,source_4,source_5,argument,stance,label
kp_1_4,evi_1_25,evi_1_26,evi_1_27,evi_1_28,evi_1_29,"As an example, during the recent upsurge in violence in Israel and the Occupied Palestinian Territory in May, Palestinian voices were disproportionately undermined by social media company content moderation practices, and there were limited avenues for challenging take-down decisions.","Herbert Lin - Senior Research Scholar, Center for International Security and Cooperation, Stanford University, said:' Government regulation to prevent the spread of misinformation and disinformation is neither desirable nor feasible. It is not desirable because any process developed to address the problem cannot be made immune to political co-optation. '","This trust exists in many contexts today—for example, many people trust weather reports. But when the president of the United States has freely extolled the virtues of “truthful hyperbole,” incorrectly altered NOAA weather maps predicting the path of a hurricane, and then pressured NOAA officials to state that their predictions were consistent with the altered map, it is clear that even weather reports are subject to political pressures.","Around the US 2016 election, Russian entities set up and promoted fake Pages on Facebook to influence public sentiment — essentially using social media as an information weapon.","We have seen political advertisements targeting minority communities during the 2016 election in the United States and in the United Kingdom to suppress voting and political participation. Ultimately, dark advertisements polarise voters, lower trust in institutions, and degrade the quality of our democracy.",Social media platforms should be regulated by the government,https://www.ohchr.org/en/stories/2021/07/moderating-online-content-fighting-harm-or-silencing-dissent,https://dividedwefall.org/should-the-government-regulate-social-media/,https://dividedwefall.org/should-the-government-regulate-social-media/,https://about.fb.com/news/2018/01/effect-social-media-democracy/,https://www.carter-ruck.com/insight/fakes-news-authentic-views/responding-to-fake-news-through-regulation-and-automation/,Social media regulation can lead to political abuses by the government,-1.0,1.0
kp_2_1,evi_2_14,evi_2_15,evi_2_17,evi_2_18,evi_2_19,The 2020 presidential election further highlighted these deep-seated divides. Supporters of Biden and Donald Trump believe the differences between them are about more than just politics and policies.,"The studies we’ve conducted at Pew Research Center over the past few years illustrate the increasingly stark disagreement between Democrats and Republicans on the economy, racial justice, climate change, law enforcement, international engagement and a long list of other issues.","Over the summer, 76% of Republicans (including independents who lean to the party) felt the U.S. had done a good job dealing with the coronavirus outbreak, compared with just 29% of those who do not identify with the Republican Party.","Moreover, 77% of Americans said the country was now more divided than before the outbreak, as compared with a median of 47% in the 13 other nations surveyed.","As Ezra Klein and other writers have noted, divisions between the two parties have intensified over time as various types of identities have become 'stacked' on top of people’s partisan identities.",The USA is a good country to live in,https://www.pewresearch.org/fact-tank/2020/11/13/america-is-exceptional-in-the-nature-of-its-political-divide/,https://www.pewresearch.org/fact-tank/2020/11/13/america-is-exceptional-in-the-nature-of-its-political-divide/,https://www.pewresearch.org/fact-tank/2020/11/13/america-is-exceptional-in-the-nature-of-its-political-divide/,https://www.pewresearch.org/fact-tank/2020/11/13/america-is-exceptional-in-the-nature-of-its-political-divide/,https://www.pewresearch.org/fact-tank/2020/11/13/america-is-exceptional-in-the-nature-of-its-political-divide/,The US has a problematic/divisive political system,-1.0,1.0
kp_1_5,evi_1_30,evi_1_32,evi_1_33,evi_1_34,evi_1_35,"In general, through Section 230, Congress “sought to further First Amendment and e‑commerce interests on the Internet while also promoting the protection of minors.”","Also in 2020, EPIC and coalition of child advocacy, consumer, and privacy groups filed a complaint urging the Federal Trade Commission to investigate and penalize TikTok for violating the Children’s Online Privacy Protection Act.","Companies are obligated to comply with the federal Children’s Online Privacy Protection Act if they know that children under age 13 use their platforms. The law, known as COPPA, gives parents control over what information online platforms can collect about their kids.","Concerns about social media aggravating poor youth mental health have been reignited following the death of a young British teenager, Molly Russell, whose social media feeds were reportedly filled with distressing content. Russell’s father has commented that he has 'no doubt that Instagram helped kill [his] daughter'.","‘The government […] has a vital part to play and must act to put an end to the current ‘standards lottery’ approach to regulation. We concluded that self-regulation will no longer suffice. We must see an independent, statutory regulator established as soon as possible, one which has the full support of the Government to take strong and effective actions against companies who do not comply,‘' said Lamb in a statement. ‘'It is imperative that we take every step to protect young people online as we do offline.‘'",Social media platforms should be regulated by the government,https://www.cato.org/policy-analysis/why-government-should-not-regulate-content-moderation-social-media#the-presumption-against-public-regulation-of-social-media,https://epic.org/issues/consumer-privacy/social-media-privacy/,https://news.bloomberglaw.com/privacy-and-data-security/social-media-faces-privacy-paradox-in-spotting-underage-users,https://eandt.theiet.org/content/articles/2019/01/regulate-social-media-companies-to-protect-children-urge-mps/,https://eandt.theiet.org/content/articles/2019/01/regulate-social-media-companies-to-protect-children-urge-mps/,Social media regulation protects the younger audiences,1.0,1.0
kp_0_6,evi_0_35,evi_0_36,evi_0_37,evi_0_38,evi_0_39,"When rate of vaccination within a population is greater than 92%, outbreaks of measles typically no longer occur; however, they may occur again if the rate of vaccination decrease.","Of the 66 cases of measles reported in the U.S. in 2005, slightly over half were attributable to one unvaccinated teenager who became infected during a visit to Romania.[REF] This individual returned to a community with many unvaccinated children. The resulting outbreak infected 34 people, mostly children and virtually all unvaccinated; three of them were hospitalized.","Those seeking to enforce compulsory vaccination argued that the public good overrode personal freedom, a view supported by the U.S. Supreme Court in Jacobson v. Massachusetts in 1905, a landmark ruling which set a precedent for cases dealing with personal freedom and the public good.","An Apr. 2019 measles outbreak resulted in the quarantine of over 200 people who had been exposed to the measles on the campuses of the University of California at Los Angeles and California State University. Because they could not verify their vaccinations, quarantining them raised the campus’ herd immunity and blocked the spread of the disease.","In 2011, 49 US states did not meet the 92-94% herd immunity threshold for pertussis (whooping cough), resulting in a 2012 outbreak that sickened 48,277 people and was the biggest outbreak since 1955.",Routine child vaccinations should be mandatory,https://en.wikipedia.org/wiki/Measles_vaccine,https://en.wikipedia.org/wiki/Measles_vaccine,https://en.wikipedia.org/wiki/Smallpox_vaccine,https://vaccines.procon.org/,https://vaccines.procon.org/,Routine child vaccinations are necessary to protect others,1.0,1.0
kp_1_6,evi_1_36,evi_1_37,evi_1_38,evi_1_39,evi_1_40,"“Platforms should be transparent about their content moderation decisions, prevent dangerous disinformation from going viral and avoid unsafe products being offered on marketplaces,” said Margrethe Vestager, who has spearheaded much of the bloc’s work to regulate the tech industry as the executive vice president of the European Commission, the executive arm of the European Union.","The European Union reached a deal on Saturday on landmark legislation that would force Facebook, YouTube and other internet services to combat misinformation, disclose how their services amplify divisive content and stop targeting online ads based on a person’s ethnicity, religion or sexual orientation.",A recent Gallup poll found that only 37 percent believe “news organizations generally get the facts straight.” This is down from about half of the country who felt that way in 1998.,"Only 14 percent of Republicans believe the media report the news accurately, compared to 62 percent for Democrats. Even more disturbingly, 'a solid majority of the country believes major news organizations routinely produce false information.'","Fake content was widespread during the presidential campaign. Facebook has estimated that 126 million of its platform users saw articles and posts promulgated by Russian sources. Twitter has found 2,752 accounts established by Russian groups that tweeted 1.4 million times in 2016. The widespread nature of these disinformation efforts led Columbia Law School Professor Tim Wu to ask: ’Did Twitter kill the First Amendment?‘",Social media platforms should be regulated by the government,https://www.nytimes.com/2022/04/22/technology/european-union-social-media-law.html,https://www.nytimes.com/2022/04/22/technology/european-union-social-media-law.html,https://www.brookings.edu/research/how-to-combat-fake-news-and-disinformation/,https://www.brookings.edu/research/how-to-combat-fake-news-and-disinformation/,https://www.brookings.edu/research/how-to-combat-fake-news-and-disinformation/,Social media regulation is necessary to deal with fake news,1.0,1.0
kp_1_7,evi_1_42,evi_1_43,evi_1_44,evi_1_45,evi_1_47,"Unlike the SARS outbreaks in 2003, the Chinese government has taken full advantage of social media to release real-time pandemic information and to refute false rumors about COVID-19.","If we believe news headlines, social media is responsible for many of the major scourges of modern life. It is coarsening our political discourse, leading to polarization and division. It exposes vulnerable people to extremist ideology, driving them toward violence. Social media is addictive, can damage our body image and sense of self-worth.","Pending legislation like the Digital Services Act (DSA) and Digital Markets Act (DMA) in the European Union, seek to make social media platforms more transparent, giving users and legislators insights into the algorithms that promote some and demote other content. Proposed regulations also seek to outlaw so-called dark patterns, psychologically manipulative techniques designed to make it difficult to leave a service or designed to keep users engaged with social media platforms, in the same way that gambling machines seek to keep gamblers in the casino.","Digital Secretary Oliver Dowden said: 'I’m unashamedly pro tech but that can’t mean a tech free-for-all. Today Britain is setting the global standard for safety online with the most comprehensive approach yet to online regulation. We are entering a new age of accountability for tech to protect children and vulnerable users, to restore trust in this industry, and to enshrine in law safeguards for free speech.'","Dame Melanie Dawes, Ofcom’s Chief Executive, said: ‘We’re really pleased to take on this new role, which will build on our experience as a media regulator. Being online brings huge benefits, but four in five people have concerns about it. That shows the need for sensible, balanced rules that protect users from serious harm, but also recognise the great things about online, including free expression. We’re gearing up for the task by acquiring new technology and data skills, and we’ll work with Parliament as it finalises the plans.’",Social media platforms should be regulated by the government,https://www.frontiersin.org/articles/10.3389/fpsyg.2022.908213/full,https://ssir.org/articles/entry/the_good_web#,https://ssir.org/articles/entry/the_good_web#,https://www.gov.uk/government/news/uk-leads-the-way-in-a-new-age-of-accountability-for-social-media,https://www.gov.uk/government/news/uk-leads-the-way-in-a-new-age-of-accountability-for-social-media,Social media regulation is beneficial to society at large,1.0,1.0
kp_0_7,evi_0_35,evi_0_41,evi_0_42,evi_0_44,evi_0_45,"When rate of vaccination within a population is greater than 92%, outbreaks of measles typically no longer occur; however, they may occur again if the rate of vaccination decrease.","Smallpox was a contagious and deadly disease, causing the deaths of 20–60% of infected adults and over 80% of infected children.[15] When smallpox was finally eradicated in 1979, it had already killed an estimated 300–500 million people in the 20th century.","As the death rate is also high among infants who catch influenza, the CDC and the WHO recommend that household contacts and caregivers of infants be vaccinated to reduce the risk of passing an influenza infection to the infant.","Vaccination during pregnancy is highly effective at protecting the infant from pertussis during their vulnerable early months of life, and is recommended in many countries.",Pertussis vaccines are effective at preventing illness and are recommended for routine use by the World Health Organization and the United States Centers for Disease Control and Prevention. The vaccine saved an estimated half a million lives in 2002.,Routine child vaccinations should be mandatory,https://en.wikipedia.org/wiki/Measles_vaccine,https://en.wikipedia.org/wiki/Vaccination,https://en.wikipedia.org/wiki/Influenza_vaccine,https://en.wikipedia.org/wiki/Whooping_cough,https://en.wikipedia.org/wiki/Whooping_cough,Routine child vaccinations should be mandatory to prevent virus/disease spreading,1.0,1.0
kp_1_8,evi_1_48,evi_1_49,evi_1_50,evi_1_51,evi_1_52,"Along those lines, Senator Amy Klobuchar has proposed legislation to have the National Science Foundation identify “content neutral” restrictions on social media algorithms that might reduce the spread of harmful material.","The law, called the Digital Services Act, is intended to address social media’s societal harms by requiring companies to more aggressively police their platforms for illicit content or risk billions of dollars in fines. Tech companies would be compelled to set up new policies and procedures to remove flagged hate speech, terrorist propaganda and other material defined as illegal by countries within the European Union.","Home Secretary Priti Patel said: 'We will not allow child sexual abuse, terrorist material and other harmful content to fester on online platforms. Tech companies must put public safety first or face the consequences.'","Richard Pursey, Group CEO & Co-Founder of safety technology company Safe To Net, said: ‘Online safety is a fundamental human right. That is why we are so proud to support the UK Government, who are leading the way in tackling online harm. The forthcoming legislation marks a pivotal moment for online safety, one that we hope will mean social platforms are made safe by design. This action can’t come soon enough: As our lives continue to become more digital, ourselves and our children are increasingly exposed to online threats. The UK safety-tech industry is leading the way with SafeToNet playing its part to make online harms a thing of the past.’","For example, Pierre DeBois, founder of digital analytics consultancy Zimana, wrote in his list of 2021 social media trends that the rise of regulation is intensifying media scrutiny on the societal impact of social media, platform transparency and how users feel about all this. Put simply, he writes, enterprises need to pay closer attention to how social media platforms impact the real world by allowing, say, disinformation or hate speech to go unchecked, 'because the platform’s responses can and will influence how customers view your organization’s association with the platform.'",Social media platforms should be regulated by the government,https://www.brookings.edu/blog/techtank/2022/11/01/transparency-is-essential-for-effective-social-media-regulation/,https://www.nytimes.com/2022/04/22/technology/european-union-social-media-law.html,https://www.gov.uk/government/news/uk-leads-the-way-in-a-new-age-of-accountability-for-social-media,https://www.gov.uk/government/news/uk-leads-the-way-in-a-new-age-of-accountability-for-social-media,https://www.frontier-enterprise.com/how-will-social-media-regulation-impact-enterprises/,Social media regulation can help to deal with negative content,1.0,1.0
kp_1_9,evi_1_53,evi_1_56,evi_1_57,evi_1_58,evi_1_59,The dramatic story of the consulting agency Cambridge Analytica is a case in point. The firm exploited the private information of over 50 million Facebook users to influence the 2016 American presidential election.,"According to the Pew Trust, 13 percent of Americans have had their social media accounts taken over by an unauthorized user. Such hacks can result in stolen information and forced shares that redirect followers to malware, among other things.","Another rising concern, exacerbated by Cambridge Analytica’s breach of Facebook data, centers on how bad actors access private data from social media platforms and elsewhere and use it to manipulate opinions for the benefit of a few.","For example, the Russian operation Internet Research Agency is accused of interfering in the U.S. presidential election of 2016 by using social media to spread disinformation that stirred up conflict and distrust.",The survey found that online social network accounts had been subject to unauthorized access in 60 million cases in 2011.,Social media platforms should be regulated by the government,https://sopa.tulane.edu/blog/key-social-media-privacy-issues-2020,https://sopa.tulane.edu/blog/key-social-media-privacy-issues-2020,https://sopa.tulane.edu/blog/key-social-media-privacy-issues-2020,https://sopa.tulane.edu/blog/key-social-media-privacy-issues-2020,https://en.wikipedia.org/wiki/Social_networking_service,Social media regulation is required to deal with malicious users,1.0,1.0
kp_0_8,evi_0_46,evi_0_48,evi_0_49,evi_0_51,evi_0_52,Vaccine-preventable diseases remain a common cause of childhood mortality with an estimated three million deaths each year.,"According to the World Health Organization (WHO): 'After observation of study populations for periods of up to 20 years in Japan and 10 years in the United States, more than 90% of immunocompetent persons who were vaccinated as children were still protected from varicella.'","Vaccine hesitancy often results in disease outbreaks and deaths from vaccine-preventable diseases. Therefore, the World Health Organization characterizes vaccine hesitancy as one of the top ten global health threats.","As a more modest example, infections caused by Haemophilus influenzae (Hib), a major cause of bacterial meningitis and other serious diseases in children, have decreased by over 99% in the US since the introduction of a vaccine in 1988.","Vaccine hesitancy has contributed to the resurgence of preventable disease. For example, in 2019, the number of measles cases increased by thirty percent worldwide and many cases occurred in countries that had nearly eliminated measles.",Routine child vaccinations should be mandatory,https://en.wikipedia.org/wiki/Vaccination_policy,https://en.wikipedia.org/wiki/Varicella_vaccine,https://en.wikipedia.org/wiki/Vaccine_hesitancy,https://en.wikipedia.org/wiki/Vaccine_hesitancy,https://en.wikipedia.org/wiki/Vaccine_hesitancy,Children should not suffer from preventable diseases,1.0,1.0
kp_2_11,evi_2_86,evi_2_87,evi_2_88,evi_2_89,evi_2_90,"Income in 2015 was $56,300 per capita, one of the highest in the developed world.","In a column for National Review, Joseph Sullivan compares recent increases in living standards for major nations'If you want to answer questions about how economic wellbeing for individuals in a country has evolved, the actual change in the value of real GDP per capita may tell you more than the rate of its change. Why? Individuals buy goods and services with dollars and cents — not the rates of change that economists, politicians, and pundits tend to focus on when it comes to growth. …By this metric, between 2016 and 2019, economic growth in the U.S. was the best in its class. …The U.S. surpasses…its peers…by no small margin. It bests the silver medalist in this category, Finland, by $1,100. That is almost as big as the $1,160 that separates the runner-up from the peer country that comes in dead last, Sweden.'","In the United States, the average household net-adjusted disposable income per capita is USD 51 147 a year, much more than the OECD average of USD 30 490 a year.","In terms of employment, about 67% of people aged 15 to 64 in the United States have a paid job, slightly above the OECD employment average of 66%.","Constituting less than 5 percent of the world's population, Americans generate and earn more than 20 percent of the world's total income. America is the world's largest national economy and leading global trader.",The USA is a good country to live in,https://www.bbc.co.uk/bitesize/guides/z6frqp3/revision/2,https://fee.org/articles/thanks-to-economic-freedom-america-still-outperforms-other-nations-in-standard-of-living/,https://www.oecdbetterlifeindex.org/countries/united-states/,https://www.oecdbetterlifeindex.org/countries/united-states/,https://ustr.gov/issue-areas/economy-trade,The US has a good economy/high standard of living,1.0,1.0
kp_2_12,evi_2_92,evi_2_93,evi_2_94,evi_2_95,evi_2_96,"In the United Nations Human Development Index, which measures health, education, and per capita income levels, the United States is relatively high, currently ranking 8th.","In the United States, 92% of adults aged 25-64 have completed upper secondary education, higher than the OECD average of 79%.","The US education system has a lot of diversity programs which encourage students from all over the world to apply. This is a golden opportunity for the student communities which belong to the underdeveloped countries to gain international experience, thus helping them improve their quality of life in return.","With some exceptions, US universities are highly regarded around the globe and candidates with US Diplomas have a better chance to be picked by Employers. In a survey for top universities in the world from 2014, 40 out of 100 universities are located in the U.S, 7 of which are in the top 10.",The U.S. outperforms its peers in terms of preventive measures — it has the one of the highest rates of breast cancer screening among women ages 50 to 69 and the second-highest rate (after the U.K.) of flu vaccinations among people age 65 and older.,The USA is a good country to live in,https://en.wikipedia.org/wiki/Standard_of_living_in_the_United_States,https://www.oecdbetterlifeindex.org/countries/united-states/,https://www.wemakescholars.com/blog/us-education-system,https://www.wemakescholars.com/blog/us-education-system,https://www.commonwealthfund.org/publications/issue-briefs/2020/jan/us-health-care-global-perspective-2019,The US has a good health and education systems,1.0,1.0
kp_2_9,evi_2_73,evi_2_76,evi_2_77,evi_2_78,evi_2_79,Famous conservationist and wilderness writer John Muir called Yosemite nature’s temple.,"The estimated value of natural resources in the U. S. is $45 trillion, almost 90% of which are timber and coal. In fact, the U.S. is the leading producer of coal. As of 2020, it had the largest proven coal reserves in the world.","A country as vast as the United States is bound to be home to some incredible works of art by Mother Nature. From sprawling canyons and towering sand dunes to huge glaciers and picturesque valleys, these are the most incredible natural wonders found in the US.","The landscape varies across the large country from tropical beaches in Florida to peaks in the Rocky Mountains, from rolling prairie lands and barren deserts in the West to dense wilderness areas in the Northeast and Northwest. Interspersed throughout are the Great Lakes, the Grand Canyon, the majestic Yosemite Valley, and the mighty Mississippi River.","The wildlife is as diverse as the landscape. Mammals such as bison once roamed freely across the plains, but now live only in preserves. Black bears, grizzlies, and polar bears are the largest carnivores. There are over 20,000 flower species and most came from Europe. There are more than 400 areas which are protected and maintained by the National Park Service, and many other parks in each state.",The USA is a good country to live in,https://www.lonelyplanet.com/articles/usas-top-10-natural-wonders,https://www.investopedia.com/articles/markets-economy/090516/10-countries-most-natural-resources.asp,https://www.loveexploring.com/gallerylist/90563/americas-most-stunning-natural-wonders,https://kids.nationalgeographic.com/geography/countries/article/united-states,https://kids.nationalgeographic.com/geography/countries/article/united-states,The US has a great environment/nature,1.0,1.0
