key_point_id_1,key_point_id_2,evidence_id_1,evidence_id_2,evidence_1,evidence_2,topic,source_1,source_2,argument,stance_1,stance_2,label_1,label_2
kp_1_7,kp_1_7,evi_1_44,evi_1_45,"Pending legislation like the Digital Services Act (DSA) and Digital Markets Act (DMA) in the European Union, seek to make social media platforms more transparent, giving users and legislators insights into the algorithms that promote some and demote other content. Proposed regulations also seek to outlaw so-called dark patterns, psychologically manipulative techniques designed to make it difficult to leave a service or designed to keep users engaged with social media platforms, in the same way that gambling machines seek to keep gamblers in the casino.","Digital Secretary Oliver Dowden said: 'I’m unashamedly pro tech but that can’t mean a tech free-for-all. Today Britain is setting the global standard for safety online with the most comprehensive approach yet to online regulation. We are entering a new age of accountability for tech to protect children and vulnerable users, to restore trust in this industry, and to enshrine in law safeguards for free speech.'",Social media platforms should be regulated by the government,https://ssir.org/articles/entry/the_good_web#,https://www.gov.uk/government/news/uk-leads-the-way-in-a-new-age-of-accountability-for-social-media,Social media regulation is beneficial to society at large,1.0,1.0,1.0,1.0
kp_0_7,kp_0_7,evi_0_41,evi_0_45,"Smallpox was a contagious and deadly disease, causing the deaths of 20–60% of infected adults and over 80% of infected children.[15] When smallpox was finally eradicated in 1979, it had already killed an estimated 300–500 million people in the 20th century.",Pertussis vaccines are effective at preventing illness and are recommended for routine use by the World Health Organization and the United States Centers for Disease Control and Prevention. The vaccine saved an estimated half a million lives in 2002.,Routine child vaccinations should be mandatory,https://en.wikipedia.org/wiki/Vaccination,https://en.wikipedia.org/wiki/Whooping_cough,Routine child vaccinations should be mandatory to prevent virus/disease spreading,1.0,1.0,1.0,1.0
kp_1_8,kp_1_8,evi_1_51,evi_1_49,"Richard Pursey, Group CEO & Co-Founder of safety technology company Safe To Net, said: ‘Online safety is a fundamental human right. That is why we are so proud to support the UK Government, who are leading the way in tackling online harm. The forthcoming legislation marks a pivotal moment for online safety, one that we hope will mean social platforms are made safe by design. This action can’t come soon enough: As our lives continue to become more digital, ourselves and our children are increasingly exposed to online threats. The UK safety-tech industry is leading the way with SafeToNet playing its part to make online harms a thing of the past.’","The law, called the Digital Services Act, is intended to address social media’s societal harms by requiring companies to more aggressively police their platforms for illicit content or risk billions of dollars in fines. Tech companies would be compelled to set up new policies and procedures to remove flagged hate speech, terrorist propaganda and other material defined as illegal by countries within the European Union.",Social media platforms should be regulated by the government,https://www.gov.uk/government/news/uk-leads-the-way-in-a-new-age-of-accountability-for-social-media,https://www.nytimes.com/2022/04/22/technology/european-union-social-media-law.html,Social media regulation can help to deal with negative content,1.0,1.0,1.0,1.0
kp_1_9,kp_1_9,evi_1_56,evi_1_59,"According to the Pew Trust, 13 percent of Americans have had their social media accounts taken over by an unauthorized user. Such hacks can result in stolen information and forced shares that redirect followers to malware, among other things.",The survey found that online social network accounts had been subject to unauthorized access in 60 million cases in 2011.,Social media platforms should be regulated by the government,https://sopa.tulane.edu/blog/key-social-media-privacy-issues-2020,https://en.wikipedia.org/wiki/Social_networking_service,Social media regulation is required to deal with malicious users,1.0,1.0,1.0,1.0
kp_0_8,kp_0_8,evi_0_46,evi_0_49,Vaccine-preventable diseases remain a common cause of childhood mortality with an estimated three million deaths each year.,"Vaccine hesitancy often results in disease outbreaks and deaths from vaccine-preventable diseases. Therefore, the World Health Organization characterizes vaccine hesitancy as one of the top ten global health threats.",Routine child vaccinations should be mandatory,https://en.wikipedia.org/wiki/Vaccination_policy,https://en.wikipedia.org/wiki/Vaccine_hesitancy,Children should not suffer from preventable diseases,1.0,1.0,1.0,1.0
kp_2_11,kp_2_11,evi_2_86,evi_2_87,"Income in 2015 was $56,300 per capita, one of the highest in the developed world.","In a column for National Review, Joseph Sullivan compares recent increases in living standards for major nations'If you want to answer questions about how economic wellbeing for individuals in a country has evolved, the actual change in the value of real GDP per capita may tell you more than the rate of its change. Why? Individuals buy goods and services with dollars and cents — not the rates of change that economists, politicians, and pundits tend to focus on when it comes to growth. …By this metric, between 2016 and 2019, economic growth in the U.S. was the best in its class. …The U.S. surpasses…its peers…by no small margin. It bests the silver medalist in this category, Finland, by $1,100. That is almost as big as the $1,160 that separates the runner-up from the peer country that comes in dead last, Sweden.'",The USA is a good country to live in,https://www.bbc.co.uk/bitesize/guides/z6frqp3/revision/2,https://fee.org/articles/thanks-to-economic-freedom-america-still-outperforms-other-nations-in-standard-of-living/,The US has a good economy/high standard of living,1.0,1.0,1.0,1.0
kp_2_12,kp_2_12,evi_2_95,evi_2_93,"With some exceptions, US universities are highly regarded around the globe and candidates with US Diplomas have a better chance to be picked by Employers. In a survey for top universities in the world from 2014, 40 out of 100 universities are located in the U.S, 7 of which are in the top 10.","In the United States, 92% of adults aged 25-64 have completed upper secondary education, higher than the OECD average of 79%.",The USA is a good country to live in,https://www.wemakescholars.com/blog/us-education-system,https://www.oecdbetterlifeindex.org/countries/united-states/,The US has a good health and education systems,1.0,1.0,1.0,1.0
kp_2_9,kp_2_9,evi_2_73,evi_2_77,Famous conservationist and wilderness writer John Muir called Yosemite nature’s temple.,"A country as vast as the United States is bound to be home to some incredible works of art by Mother Nature. From sprawling canyons and towering sand dunes to huge glaciers and picturesque valleys, these are the most incredible natural wonders found in the US.",The USA is a good country to live in,https://www.lonelyplanet.com/articles/usas-top-10-natural-wonders,https://www.loveexploring.com/gallerylist/90563/americas-most-stunning-natural-wonders,The US has a great environment/nature,1.0,1.0,1.0,1.0
kp_2_6,kp_2_6,evi_2_60,evi_2_63,"Tina Marie Griffin said 'I mean how our culture misuses digital technology and how the media spreads false information. I mean sexual immorality, video game violence, social pressures, and the influence of music, television, and films. '","The Modern culture of The US is one of little respect for one another. Most are only concerned about their own social status so that leaves little room to care about the dignity of others, and most of the times people will try to climb the social latter at the expense of others dignity.",The USA is a good country to live in,https://licensetoparent.org/2018/04/american-culture/,https://www.ipl.org/essay/Pros-And-Cons-Of-American-Culture-PCCZX4VXVYT,The US has a negative culture,-1.0,-1.0,1.0,1.0
kp_2_8,kp_2_8,evi_2_68,evi_2_69,"According to Human Rights: The Essential Reference, 'the American Declaration of Independence was the first civic document that met a modern definition of human rights.'","Our right to gather in peaceful public protest – in marches, rallies and other assemblies – is another core freedom guaranteed by the First Amendment. As a First Amendment scholar says in this overview, 'First Amendment freedoms ring hollow if government officials can repress expression that they fear will create a disturbance or offend. Unless there is real danger of imminent harm, assembly rights must be respected.'",The USA is a good country to live in,"https://en.wikipedia.org/wiki/Human_rights_in_the_United_States#:~:text=According%20to%20Human%20Rights%3A%20The,of%20religion%2C%20the%20right%20to",https://www.mtsu.edu/first-amendment/page/things-you-need,The US has freedoms/ democratic rights,1.0,1.0,1.0,1.0
kp_2_13,kp_2_13,evi_2_106,evi_2_105,"Nearly every region of the world has influenced American culture, most notably the English who colonized the country beginning in the early 1600s, according to the Library of Congress(opens in new tab). U.S. culture has also been shaped by the cultures of Indigenous Americans, Latin Americans, Africans and Asians.",The USA also has a social and cultural impact on immediate neighbours such as Mexico and Canada and on North/Central America as a whole.,The USA is a good country to live in,https://www.livescience.com/28945-american-culture.html,https://www.bbc.co.uk/bitesize/guides/z6frqp3/revision/2,The US has great people/culture,1.0,1.0,1.0,1.0
kp_2_2,kp_2_2,evi_2_23,evi_2_28,"Consequently, a struggling Man­hat­tan family with a yearly salary of $60,000, but a standard of living uncomfortably close to the federal poverty line, is taxed at a higher rate than a family with that same standard of living in Atlanta (making $26,000 a year).","While prices of some services and goods have fallen substantially, especially when bearing in mind increases in their quality, others—particularly prescription drugs, childcare, and education—have risen substantially, and in many cases, faster than incomes over the last several decades.",The USA is a good country to live in,https://www.csmonitor.com/Commentary/Opinion/2010/1119/Why-taxes-should-be-adjusted-for-geographic-cost-of-living,https://www.whitehouse.gov/cea/written-materials/2021/08/11/the-cost-of-living-in-america-helping-families-move-ahead/,The US has high taxation/high costs of living,-1.0,-1.0,1.0,1.0
kp_2_4,kp_2_4,evi_2_42,evi_2_48,"There are 750,000 Americans who are homeless on any given night, with one in five of them considered chronically homeless. The ranks of the sheltered homeless include disproportionate numbers of males, blacks, middle-aged people (i.e., ages 31-50), veterans, and disabled.","In 2021, the top 10 percent of Americans held nearly 70 percent of U.S. wealth, up from about 61 percent at the end of 1989. The share held by the next 40 percent fell correspondingly over that period. The bottom 50 percent (roughly sixty-three million families) owned about 2.5 percent of wealth in 2021.",The USA is a good country to live in,https://inequality.stanford.edu/publications/20-facts-about-us-inequality-everyone-should-know,https://www.cfr.org/backgrounder/us-inequality-debate,The US has inequality/poverty,-1.0,-1.0,1.0,1.0
kp_2_10,kp_2_10,evi_2_80,evi_2_83,"The US has been ranked the world's most powerful country for the seventh time, according to the latest rankings by the Wharton School at the University of Pennsylvania and US News & World Report.","With so many advantages and strengths, the U.S. towers over its rivals worldwide, despite misperceptions of the threats from China and Russia, says a Tufts political scientist.",The USA is a good country to live in,"https://www.businessinsider.com/us-most-powerful-country-most-people-think-unsafe-quality-life-2022-10?r=US&IR=T#:~:text=The%20US%20has%20been%20ranked,and%20US%20News%20%26%20World%20Report.",https://now.tufts.edu/2019/11/21/why-united-states-only-superpower,The US is a powerful country,1.0,1.0,1.0,1.0
kp_2_5,kp_2_5,evi_2_50,evi_2_51,"In this edition of the Poll, 65% of people in the USA said they were worried about violent crime as a threat to their safety, with a four-percentage-point increase (from 22% to 26%) in people feeling ‘very worried’ compared to 2019. This put worry about crime second to concern about road traffic collisions (73%).",Almost two in five people (39%) in the USA feel less safe than they did five years ago – up from 27% in 2019 – a new global report shows.,The USA is a good country to live in,https://www.lrfoundation.org.uk/en/news/why-us-residents-feeling-unsafe/,https://www.lrfoundation.org.uk/en/news/why-us-residents-feeling-unsafe/,The US is unsafe,-1.0,-1.0,1.0,1.0
kp_2_3,kp_2_3,evi_2_38,evi_2_2,"Nearly three in ten Asian Americans report experiencing racial slurs or jokes since the start of the pandemic, over 6,600 incidents of hate crime (including physical attacks on Asian elders) have been reported nationwide, and six women were murdered at three Asian-owned spas in Georgia in March 2021.","A range of scholars from at least the late 19th century to the present have produced arguments that white supremacy exists in U.S. school curriculum, oftentimes to the detriment of non-White students Americans' learning outcomes and the whole of American society.",The USA is a good country to live in,https://dceg.cancer.gov/about/diversity-inclusion/inclusivity-minute/2021/xenophobia-anti-asian-crime,https://en.wikipedia.org/wiki/Educational_inequality_in_the_United_States,The US is xenophobic/racist,-1.0,-1.0,1.0,1.0
kp_2_7,kp_2_7,evi_2_67,evi_2_66,"In terms of jobs in America, almost all of the biggest companies in the world have offices in the USA. You will have career opportunities in America you could not get anywhere else in the world. Just one internship for a big name could change your career.","Job growth has been surging in recent months, with July’s number, reported Friday, showing an addition of 943,000, the biggest spike since August 2020. That came on top of respective gains of 938,000 and 614,000 in the previous two months, for an impressive three-month average of 832,000.",The USA is a good country to live in,https://blog.v-hr.com/blog/5-reasons-to-work-in-the-usa,https://www.cnbc.com/2021/08/07/there-are-about-1-million-more-job-openings-than-people-looking-for-work.html,The US offers great opportunities for individuals,1.0,1.0,1.0,1.0
