key_point_id,evidence_id,evidence,topic,source,argument,stance,label
kp_2_5,evi_2_33,"Celibacy could have contributed to the instances of child sexual abuse in the Catholic church, a report by the church’s Truth, Justice and Healing Council in Australia has found. The report, released on Friday as a response to the royal commission into institutional responses to child sexual abuse, said “obligatory celibacy” for Catholic priests “may … have contributed to abuse in some circumstances”, and recommended priests undergo “psycho-sexual development” training.",The vow of celibacy should be abandoned,https://www.theguardian.com/world/2014/dec/12/celibacy-rule-may-have-contributed-to-child-sex-abuse-says-catholic-church,Removing celibacy could lead to sexually reckless acts,-1.0,1.0
kp_3_0,evi_3_9,"Children raised in intact married families:are more likely to attend college,are physically and emotionally healthier, are less likely to be physically or sexually abused,are less likely to use drugs or alcohol and to commit delinquent behaviorshave a decreased risk of divorcing when they get married, are less likely to become pregnant/impregnate someone as a teenager",We should abandon marriage,https://www.foryourmarriage.org/blogs/married-parents-important-children/,Marriage benefits children,-1.0,1.0
kp_3_1,evi_3_15,"When a marriage produces a child or receives a child through adoption, it is one of life’s greatest blessings. Roughly 40% of children being raised today are in a home without a father. The effects of that fact are staggering. Father absence causes increases in mental and behavioral disorders as well as criminal activity and substance abuse. But when children are raised in a healthy marriage, they get a front row seat to see and experience the lasting benefits of a strong family",We should abandon marriage,https://www.allprodad.com/5-reasons-why-marriage-is-so-important/,"Marriage is important for people, either generally or because of religious/traditional reasons",-1.0,1.0
kp_3_2,evi_3_27,The larger issue is that people who are happy with their lives are also more likely to get married.,We should abandon marriage,https://ifstudies.org/blog/does-marriage-really-make-us-healthier-and-happier,Marriage makes people happy,-1.0,1.0
kp_3_3,evi_3_31,The survey also examines how adults who are married and those who are living with an unmarried partner are experiencing their relationships. It finds that married adults are more satisfied with their relationship and more trusting of their partners than those who are cohabiting.,We should abandon marriage,https://www.marriage.com/advice/love/16-ways-to-grow-closer-to-your-mate-this-year/,Marriage makes the couple closer,-1.0,1.0
kp_3_5,evi_3_50,"A growing body of evidence shows that the effects of marriage today are worse for women than for men. Also, the negative effects of bad marriage are even worse for women and it’s thus not surprising that women initiate a large majority of divorces.",We should abandon marriage,https://psiloveyou.xyz/research-shows-marriage-is-good-for-men-but-bad-for-women-8374a3247ab3?gi=e40e9b5f7f8a,Marriage preserves norms that are harmful for women,1.0,1.0
kp_3_4,evi_3_41,"While the standard deduction is higher for a couple, combining your income could impact some of your deductions if you itemize.",We should abandon marriage,https://www.schwab.com/learn/story/does-marriage-bring-financial-benefits ,Marriage provides important financial benefits,-1.0,1.0
kp_3_6,evi_3_55,You might have heard the popularised claim that “half of marriages end in divorce”. We can see here where that claim might come from – it was once true: 48% of American couples that married in the 1970s were divorced within 25 years.,We should abandon marriage,https://ourworldindata.org/marriages-and-divorces,Marriages are unstable,1.0,1.0
kp_3_7,evi_3_59,"It seems appropriate to start not with the end of marriages, but instead with the laws that governed marital relations. Innate inequality was visible within these laws, best evidenced through the treatment of wives and crime. According to Lord Wilson, the law presumed that, when not evidence to the contrary, a husband forced his wife into committing a crime, and a wife could use marital coercion as a justification for committing the crime. Unsurprisingly, in deeply religious medieval society, these views were upheld, perpetuated, and perhaps sometimes created by the Bible. Indeed, in marriage ceremonies today in which the Book of Common Prayer is still commonly used, the bridegroom is asked “wilt thou love her, comfort her, honour her, keep her..?” whilst the bride is asked “wilt thou obey him, serve him, love, honour and keep him.” Even enshrined within wedding vows is a woman’s essentially contractual commitment to subservience.",We should abandon marriage,https://retrospectjournal.com/2022/03/20/alls-unfair-in-marriage-and-divorce/,Marriages tie up people with unfair obligations,1.0,1.0
kp_3_8,evi_3_65,"Intimacy means having a deep personal connection with someone. One advantage of monogamy is that it fosters emotional intimacy, supporting two people in developing a strong, affectionate relationship. In a monogamous relationship, most people expect the search for a partner to be over, building a solid, intimate relationship that will stand the test of time.",We should abandon marriage,https://oureverydaylife.com/advantages-disadvantages-monogamy-8455864.html,Most of the advantages of marriage are achieved by a monogamous relationship,1.0,1.0
kp_5_5,evi_5_52,"The death penalty system in the US is applied in an unfair and unjust manner against people, largely dependent on how much money they have, the skill of their attorneys, race of the victim and where the crime took place.  People of color are far more likely to be executed than white people, especially if thevictim is white. Innocent people are too often sentenced to death.  Since 1973, over 156 people have been released from death rows in 26 states because of innocence.  Nationally, at least one person is exonerated for every 10 that are executed.",We should abolish capital punishment,"https://www.aclu.org/other/case-against-death-penalty#:~:text=The%20death%20penalty%20is%20a,ways%20to%20reduce%20violent%20crime.",State-sanctioned killing is principally wrong,1.0,1.0
kp_5_6,evi_5_57,"A 2010 study by the Administrative Office of the U.S. Courts concluded that the median cost of a federal death penalty case was nearly eight times greater than a non-death penalty case. The average cost for the defense in a federal death penalty trial is $620,932, and that figure does not include the cost incurred by the courts, investigative staff, the jury, and expert witnesses. Mandel also underscored that federal death penalty cases divert resources from other cases. She wrote, If a government employee must devote 1,000 hours to seek a death sentence but only 100 hours to obtain a life without parole sentence pursuant to a plea agreement, that 900 hours could have been devoted to other cases. Mandel concluded, The citizens of New Mexico rejected the death penalty, in part because it requires diverting resources that could be allocated to programs that better increase public safety, health and welfare.",We should abolish capital punishment,https://deathpenaltyinfo.org/news/costs-pursuing-death-penalty-is-big-waste-of-resources,The death penalty harms the disenfranchised,1.0,1.0
kp_5_0,evi_5_6,"Leslie Rutledge, JD, Arkansas Attorney General, and Tom Cotton, JD, US Senator (R-AR), in a Sep. 17, 2019 article, Justice Served: Resuming Death Penalty Right Thing, available at arkansasag.gov, stated: Though we understand some Arkansans have principled objections to the death penalty, we believe the ultimate punishment is warranted for the most heinous murderers. Capital punishment can help bring closure for victims’ families, deter other would-be murderers, and express the moral outrage of our society for the most atrocious crimes. Consider the case of Daniel Lewis Lee, one of the five convicted murderers whose execution will now proceed. Lee belonged to a white-supremacist group called the Aryan People’s Revolution… Simple justice demands that Daniel Lewis Lee and murderers like him face the ultimate punishment, which truly fits the crime. Further, the death penalty in this case warns criminals to stop short of murder, lest they face execution. The death penalty also ends a horrific and prolonged period of pain and justice delayed for a victim’s loved ones–in a case where Lee doesn’t even deny his guilt.",We should abolish capital punishment,https://deathpenalty.procon.org/questions/does-the-death-penalty-offer-closure-or-solace-to-victims-families/,The death penalty helps the victim/their family,-1.0,1.0
kp_5_7,evi_5_67,"H. Lee Sarokin, LLB, former US District Court and US Court of Appeals Judge, wrote in his Jan. 15, 2011 article Is It Time to Execute the Death Penalty? on the Huffington Post website: In my view deterrence plays no part whatsoever. Persons contemplating murder do not sit around the kitchen table and say I won’t commit this murder if I face the death penalty, but I will do it if the penalty is life without parole. I do not believe persons contemplating or committing murder plan to get caught or weigh the consequences. Statistics demonstrate that states without the death penalty have consistently lower murder rates than states with it, but frankly I think those statistics are immaterial and coincidental. Fear of the death penalty may cause a few to hesitate, but certainly not enough to keep it in force.",We should abolish capital punishment,https://deathpenalty.procon.org/questions/does-the-death-penalty-deter-crime/,The death penalty irreversible,1.0,1.0
kp_5_4,evi_5_47,The UN Sub-Commission on the Promotion and Protection of Human Rights maintains that the death penalty for juveniles has become contrary to a jus cogens of customary international law.,We should abolish capital punishment,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,The death penalty is acceptable in cases of severe crimes,-1.0,1.0
kp_5_2,evi_5_16,"Hashem Dezhbakhsh, PhD, Professor of Economics at Emory University, and Joanna Shepherd, PhD, Associate Professor of Law at Emory University, wrote in their July 2003 study The Deterrent Effect of Capital Punishment: Evidence from a ‘Judicial Experiment' in Economic Inquiry: There is strong evidence for the deterrent effect of capital punishment… Each execution results, on average, in eighteen fewer murders with a margin of error of plus or minus ten. Tests show that results are not driven by tougher sentencing laws and are robust to many alternative specifications… The results are boldly clear: executions deter murders and murder rates increase substantially during moratoriums. The results are consistent across before-and-after comparisons and regressions regardless of the data’s aggregation level, the time period, or the specific variable used to measure executions… Executions provide a large benefit to society by deterring murders.",We should abolish capital punishment,https://deathpenalty.procon.org/questions/does-the-death-penalty-deter-crime/,The death penalty prevents crimes,-1.0,1.0
kp_6_8,evi_6_64,"Some critics of intellectual property, such as those in the free culture movement, point at intellectual monopolies as harming health (in the case of pharmaceutical patents), preventing progress, and benefiting concentrated interests to the detriment of the masses, and argue that the public interest is harmed by ever-expansive monopolies in the form of copyright extensions, software patents, and business method patents.",We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Intellectual property prevents the continuous improvement of a service/product,1.0,1.0
kp_6_4,evi_6_38,"Lateef Mtima, director of the Institute for Intellectual Property and Social Justice at Howard University School of Law, expressed concern that users who upload copyrighted content to sites could potentially be held criminally liable themselves, saying, Perhaps the most dangerous aspect of the bill is that the conduct it would criminalize is so poorly defined.",We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Intellectual property restricts access to important information/products,1.0,1.0
kp_6_6,evi_6_51,"Roderick T. Long argues that the concept of intellectual property is not libertarian. He holds that prohibiting people from using, reproducing, and trading copyrighted material is an infringement of freedom of speech and freedom of the press",We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Intellectual property rights are unfair,1.0,1.0
kp_6_9,evi_6_74,"Petra Moser has asserted that historical analysis suggests that intellectual property laws may harm innovation: Overall, the weight of the existing historical evidence suggests that patent policies, which grant strong intellectual property rights to early generations of inventors, may discourage innovation.",We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Intellectual property rights harm creativity/innovation,1.0,1.0
kp_6_0,evi_6_10,Examples of such theories include incentives theories that view intellectual property as a necessary way of incentivising the creation of new creative works.,We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Intellectual property rights incentivize creativity/innovation,-1.0,1.0
kp_6_1,evi_6_16,A joint research project of the WIPO and the United Nations University measuring the impact of IP systems on six Asian countries found a positive correlation between the strengthening of the IP system and subsequent economic growth.,We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Intellectual property rights incentivize investment in developing new products,-1.0,1.0
kp_6_3,evi_6_35,"Proponents say that copyright better preserves intellectual property like movies, music and television shows.",We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Intellectual property rights protect against stealing,-1.0,1.0
kp_6_7,evi_6_56,"For getting the protection for the first time, it could be bit expensive particularly if the product is complex and involves methods, designs, and processes.",We should abolish intellectual property rights,https://corpbiz.io/learning/advantages-and-disadvantages-of-intellectual-property-rights/,Intellectual property rights waste money,1.0,1.0
kp_6_2,evi_6_24,"These exclusive rights allow owners of intellectual property to benefit from the property they have created, providing a financial incentive for the creation of an investment in intellectual property, and, in case of patents, pay associated research and development costs.",We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,"People, or a business, own their innovations and should be able to be compensated for their endeavour",-1.0,1.0
kp_6_5,evi_6_45,"Tucker did not believe in intellectual property rights in the form of patents, on the grounds that patents and copyrights protect something which cannot rightfully be held as property.",We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,intellectual property rights are ineffective,1.0,1.0
kp_9_2,evi_9_14,"Article 37 of the Albanian Constitution of 1976 stipulated, The State recognises no religion, and supports atheistic propaganda in order to implant a scientific materialistic world outlook in the people,  and the penal code of 1977 imposed prison sentences of three to ten years for religious propaganda and the production, distribution, or storage of religious literature.",We should adopt atheism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Atheism discriminates against religious people / violates freedom of religion,-1.0,1.0
kp_9_3,evi_9_21,Every religion has some facts included in their sacred books that lead to controversy unless the person gives up reasoning and accepts just what the book has to say. Atheists are free of these confusions. They do not have to fight their own religious concepts to make them accept that theirs is the most supreme form of religion in the whole world. No gory details of what would happen if you don’t pray is one of best advantages that atheists get to live with.,We should adopt atheism,https://www.careerride.com/view/atheism-advantages-and-disadvantages-26687.aspx,Atheism is beneficial to the person that adopts it,1.0,1.0
kp_9_0,evi_9_3,"Douglas Wilson, an evangelical theologian, argues that while atheists can behave morally, belief is necessary for an individual to give a rational and coherent account of why they are obligated to lead a morally responsible life.",We should adopt atheism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Atheism lacks morality,-1.0,1.0
kp_9_4,evi_9_27,Atheist Michael Scriven insists we need not have a proof that God does not exist in order to justify atheism. Atheism is obligatory in the absence of any evidence for God's existence.,We should adopt atheism,https://influencemagazine.com/en/Theory/Atheism-and-the-Burden-of-Proof,Atheism should be adopted since we cannot prove that God exists,1.0,1.0
kp_9_1,evi_9_9,"Freedom to manifest one’s religion or beliefs shall be subject only to such limitations as are prescribed by law and are necessary in a democratic society in the interests of public safety, for the protection of public order, health or morals, or for the protection of the rights and freedoms of others.",We should adopt atheism,https://www.equalityhumanrights.com/en/human-rights-act/article-9-freedom-thought-belief-and-religion,People should choose for themselves whether Atheism should be adopted,-1.0,1.0
kp_9_5,evi_9_34,"Some if not all religions can be immoral in that the particular religions teach people to do horrible things. For example, the Bible teaches people how to treat their slaves. Yes, there are some who say that that’s a metaphor, but there are some who take it literally and there was a time when fewer people, maybe even no one, took it as a metaphor.",We should adopt atheism,https://www.quora.com/In-what-ways-can-religion-be-immoral-Why,Religions are immoral and people should not follow them,1.0,1.0
kp_9_6,evi_9_39,"Stephen Weinberg, Nobel Prize winner in the quarks and leptons area, is one who is hostile to faith. Lennox quotes him more extensively on p18 of Gunning for God. 'The world needs to wake up from the long nightmare of religion. Anything we scientists can do to weaken the hold of religion should be done, and may in fact be our greatest contribution to civilization.'",We should adopt atheism,http://hyperphysics.phy-astr.gsu.edu/Nave-html/Faithpathh/sciexplain.html,Science can adequately explain the Universe,1.0,1.0
kp_10_0,evi_10_5,"Right-libertarians are accused of ignoring market failures, although not all proponents are market zealots. Critics of laissez-faire capitalism, the economic system favored by right-libertarians, argue that market failures justify government intervention in the economy, that nonintervention leads to monopolies and stifled innovation, or that unregulated markets are economically unstable. They argue that markets do not always produce the best or most efficient outcome, that redistribution of wealth can improve economic health and that humans involved in markets do not always act rationally.",We should adopt libertarianism,https://en.wikipedia.org/wiki/Criticism_of_libertarianism,Libertarianism harms economic growth,-1.0,1.0
kp_10_1,evi_10_9,"In his essay 'From Liberty to Welfare', philosopher James P. Sterba argues that a morally consistent application of right-libertarian premises, including that of negative liberty, requires that a libertarian must endorse the equality in the distribution of goods and resources required by a socialist state. Sterba presents the example of a typical conflict situation between the rich and poor in order to see why libertarians are mistaken about what their ideal requires. He argues that such a situation is correctly seen as a conflict of negative liberties, saying that the right of the rich not to be interfered with in the satisfaction of their luxury needs is morally trumped by the right of the poor not to be interfered with in taking from the surplus possessions of the rich what is necessary to satisfy their basic needs.",We should adopt libertarianism,https://en.wikipedia.org/wiki/Criticism_of_libertarianism,Libertarianism harms minorities/those who are worse off,-1.0,1.0
kp_10_7,evi_10_49,"Many advocates of a more libertarian view, such as Americans for Limited Government, say that reduced taxation is a noble goal for its own sake, leading to increases in financial freedom and economic prosperity.",We should adopt libertarianism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Libertarianism increases economic growth,1.0,1.0
kp_10_5,evi_10_37,"Libertarians also argue that protection of property rights is essential for ensuring individual freedom. By guaranteeing individuals the right to own and control property, libertarians believe that individuals are better able to make decisions about how to use their resources and pursue their own goals. For example, economist James Buchanan argues that property rights are fundamental to a just and free society",We should adopt libertarianism,https://press.uchicago.edu/ucp/books/book/chicago/L/bo3625341.html,Libertarianism increases freedom in the political system,1.0,1.0
kp_10_6,evi_10_45,"By allowing individuals to freely associate with others, a libertarian system can promote greater cooperation, understanding, and social support. For example, sociologist Robert Putnam argues that social networks and community involvement are important factors in promoting well-being and happiness.",We should adopt libertarianism,https://www.jstor.org/stable/24562625,Libertarianism increases happiness/fulfilment,1.0,1.0
kp_10_8,evi_10_54,"Rothbard's defense of the self-ownership principle stems from what he believed to be his falsification of all other alternatives, namely that either a group of people can own another group of people, or the other alternative, that no single person has full ownership over one's self. Rothbard dismisses these two cases on the basis that they cannot result in a universal ethic, i.e. a just natural law that can govern all people, independent of place and time. The only alternative that remains to Rothbard is self-ownership, which he believes is both axiomatic and universal.",We should adopt libertarianism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Libertarianism increases individual freedom/liberties,1.0,1.0
kp_10_2,evi_10_15,"Libertarians often argue that market-based solutions are the most efficient and just way to address social problems, but many critics argue that markets can fail to address important social needs and can result in unequal outcomes. For example, economist Joseph Stiglitz argues that market failures, such as information asymmetries and externalities, can result in unequal outcomes and require government intervention to address.",We should adopt libertarianism,https://wwnorton.com/books/the-price-of-inequality/,Libertarianism is unjust/non-equal,-1.0,1.0
kp_10_3,evi_10_23,"Environmentalists on the left who support regulations designed to reduce carbon emissions, such as cap and trade, argue that many libertarians currently have no method of dealing with problems like environmental degradation and natural resource depletion because of their rejection of regulation and collective control.",We should adopt libertarianism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Libertarianism removes essential laws/infrastructure/government services,-1.0,1.0
kp_10_4,evi_10_30,"The government also has a crucial role in protecting the environment, particularly in the absence of market-based solutions. For example, a report by the Intergovernmental Panel on Climate Change (IPCC) highlights the importance of government action to reduce greenhouse gas emissions and mitigate the impacts of climate change",We should adopt libertarianism,https://unfccc.int/news/unfccc-secretariat-welcomes-ipcc-s-global-warming-of-15degc-report,The government is essential to protect the rights of citizens,-1.0,1.0
kp_11_0,evi_11_5,"Cloning can also be used to advance medical research in a number of different areas. For example, cloning can be used to study the development of diseases and to develop new treatments for those diseases. A study by the Journal of the American Medical Association found that cloning can help to improve the understanding of diseases like Alzheimer's and to develop new treatments for those diseases.",We should ban human cloning,https://jamanetwork.com/journals/jama/article-abstract/2701270,Cloning can be used for organ replication,-1.0,1.0
kp_11_1,evi_11_13,"For example, cloning can be used to create a child who is free of genetic diseases that are present in one of the parents. A study by the New England Journal of Medicine found that cloning can help to reduce the transmission of genetic diseases.",We should ban human cloning,https://www.nejm.org/doi/full/10.1056/NEJMra1506567,Cloning helps those who can’t otherwise have a child,-1.0,1.0
