key_point_id_1,key_point_id_2,evidence_id_1,evidence_id_2,evidence_1,evidence_2,topic,source_1,source_2,argument,stance_1,stance_2,label_1,label_2
kp_2_1,kp_2_1,evi_2_21,evi_2_20,"In their study of polarization across nations, Thomas Carothers and Andrew O’Donohue argue that polarization runs particularly deep in the U.S. in part because American polarization is 'especially multifaceted.'","According to Carothers and O’Donohue, a “powerful alignment of ideology, race, and religion renders America’s divisions unusually encompassing and profound.",The USA is a good country to live in,https://www.pewresearch.org/fact-tank/2020/11/13/america-is-exceptional-in-the-nature-of-its-political-divide/,https://www.pewresearch.org/fact-tank/2020/11/13/america-is-exceptional-in-the-nature-of-its-political-divide/,The US has a problematic/divisive political system,-1.0,-1.0,1.0,1.0
kp_1_5,kp_1_5,evi_1_35,evi_1_34,"‘The government […] has a vital part to play and must act to put an end to the current ‘standards lottery’ approach to regulation. We concluded that self-regulation will no longer suffice. We must see an independent, statutory regulator established as soon as possible, one which has the full support of the Government to take strong and effective actions against companies who do not comply,‘' said Lamb in a statement. ‘'It is imperative that we take every step to protect young people online as we do offline.‘'","Concerns about social media aggravating poor youth mental health have been reignited following the death of a young British teenager, Molly Russell, whose social media feeds were reportedly filled with distressing content. Russell’s father has commented that he has 'no doubt that Instagram helped kill [his] daughter'.",Social media platforms should be regulated by the government,https://eandt.theiet.org/content/articles/2019/01/regulate-social-media-companies-to-protect-children-urge-mps/,https://eandt.theiet.org/content/articles/2019/01/regulate-social-media-companies-to-protect-children-urge-mps/,Social media regulation protects the younger audiences,1.0,1.0,1.0,1.0
kp_0_6,kp_0_6,evi_0_39,evi_0_38,"In 2011, 49 US states did not meet the 92-94% herd immunity threshold for pertussis (whooping cough), resulting in a 2012 outbreak that sickened 48,277 people and was the biggest outbreak since 1955.","An Apr. 2019 measles outbreak resulted in the quarantine of over 200 people who had been exposed to the measles on the campuses of the University of California at Los Angeles and California State University. Because they could not verify their vaccinations, quarantining them raised the campus’ herd immunity and blocked the spread of the disease.",Routine child vaccinations should be mandatory,https://vaccines.procon.org/,https://vaccines.procon.org/,Routine child vaccinations are necessary to protect others,1.0,1.0,1.0,1.0
kp_1_6,kp_1_6,evi_1_40,evi_1_39,"Fake content was widespread during the presidential campaign. Facebook has estimated that 126 million of its platform users saw articles and posts promulgated by Russian sources. Twitter has found 2,752 accounts established by Russian groups that tweeted 1.4 million times in 2016. The widespread nature of these disinformation efforts led Columbia Law School Professor Tim Wu to ask: ’Did Twitter kill the First Amendment?‘","Only 14 percent of Republicans believe the media report the news accurately, compared to 62 percent for Democrats. Even more disturbingly, 'a solid majority of the country believes major news organizations routinely produce false information.'",Social media platforms should be regulated by the government,https://www.brookings.edu/research/how-to-combat-fake-news-and-disinformation/,https://www.brookings.edu/research/how-to-combat-fake-news-and-disinformation/,Social media regulation is necessary to deal with fake news,1.0,1.0,1.0,1.0
kp_1_7,kp_1_7,evi_1_47,evi_1_46,"Dame Melanie Dawes, Ofcom’s Chief Executive, said: ‘We’re really pleased to take on this new role, which will build on our experience as a media regulator. Being online brings huge benefits, but four in five people have concerns about it. That shows the need for sensible, balanced rules that protect users from serious harm, but also recognise the great things about online, including free expression. We’re gearing up for the task by acquiring new technology and data skills, and we’ll work with Parliament as it finalises the plans.’",Digital Secretary Oliver Dowden said: 'This proportionate new framework will ensure we don’t put unnecessary burdens on small businesses but give large digital businesses robust rules of the road to follow so we can seize the brilliance of modern technology to improve our lives.',Social media platforms should be regulated by the government,https://www.gov.uk/government/news/uk-leads-the-way-in-a-new-age-of-accountability-for-social-media,https://www.gov.uk/government/news/uk-leads-the-way-in-a-new-age-of-accountability-for-social-media,Social media regulation is beneficial to society at large,1.0,1.0,1.0,1.0
kp_0_7,kp_0_7,evi_0_45,evi_0_44,Pertussis vaccines are effective at preventing illness and are recommended for routine use by the World Health Organization and the United States Centers for Disease Control and Prevention. The vaccine saved an estimated half a million lives in 2002.,"Vaccination during pregnancy is highly effective at protecting the infant from pertussis during their vulnerable early months of life, and is recommended in many countries.",Routine child vaccinations should be mandatory,https://en.wikipedia.org/wiki/Whooping_cough,https://en.wikipedia.org/wiki/Whooping_cough,Routine child vaccinations should be mandatory to prevent virus/disease spreading,1.0,1.0,1.0,1.0
kp_1_8,kp_1_8,evi_1_52,evi_1_51,"For example, Pierre DeBois, founder of digital analytics consultancy Zimana, wrote in his list of 2021 social media trends that the rise of regulation is intensifying media scrutiny on the societal impact of social media, platform transparency and how users feel about all this. Put simply, he writes, enterprises need to pay closer attention to how social media platforms impact the real world by allowing, say, disinformation or hate speech to go unchecked, 'because the platform’s responses can and will influence how customers view your organization’s association with the platform.'","Richard Pursey, Group CEO & Co-Founder of safety technology company Safe To Net, said: ‘Online safety is a fundamental human right. That is why we are so proud to support the UK Government, who are leading the way in tackling online harm. The forthcoming legislation marks a pivotal moment for online safety, one that we hope will mean social platforms are made safe by design. This action can’t come soon enough: As our lives continue to become more digital, ourselves and our children are increasingly exposed to online threats. The UK safety-tech industry is leading the way with SafeToNet playing its part to make online harms a thing of the past.’",Social media platforms should be regulated by the government,https://www.frontier-enterprise.com/how-will-social-media-regulation-impact-enterprises/,https://www.gov.uk/government/news/uk-leads-the-way-in-a-new-age-of-accountability-for-social-media,Social media regulation can help to deal with negative content,1.0,1.0,1.0,1.0
kp_1_9,kp_1_9,evi_1_59,evi_1_58,The survey found that online social network accounts had been subject to unauthorized access in 60 million cases in 2011.,"For example, the Russian operation Internet Research Agency is accused of interfering in the U.S. presidential election of 2016 by using social media to spread disinformation that stirred up conflict and distrust.",Social media platforms should be regulated by the government,https://en.wikipedia.org/wiki/Social_networking_service,https://sopa.tulane.edu/blog/key-social-media-privacy-issues-2020,Social media regulation is required to deal with malicious users,1.0,1.0,1.0,1.0
kp_0_8,kp_0_8,evi_0_52,evi_0_51,"Vaccine hesitancy has contributed to the resurgence of preventable disease. For example, in 2019, the number of measles cases increased by thirty percent worldwide and many cases occurred in countries that had nearly eliminated measles.","As a more modest example, infections caused by Haemophilus influenzae (Hib), a major cause of bacterial meningitis and other serious diseases in children, have decreased by over 99% in the US since the introduction of a vaccine in 1988.",Routine child vaccinations should be mandatory,https://en.wikipedia.org/wiki/Vaccine_hesitancy,https://en.wikipedia.org/wiki/Vaccine_hesitancy,Children should not suffer from preventable diseases,1.0,1.0,1.0,1.0
kp_2_11,kp_2_11,evi_2_91,evi_2_90,"According to Caleb Silver with Investopedia, America controls the top spot in the ranking of Gross Domestic Product (GDP) or the sum value of goods and services in a country.","Constituting less than 5 percent of the world's population, Americans generate and earn more than 20 percent of the world's total income. America is the world's largest national economy and leading global trader.",The USA is a good country to live in,https://observer.com/2020/01/us-economy-vs-other-countries-how-america-stacks-up/,https://ustr.gov/issue-areas/economy-trade,The US has a good economy/high standard of living,1.0,1.0,1.0,1.0
kp_2_12,kp_2_12,evi_2_102,evi_2_100,"The advanced medical milieu that Americans enjoy has led to the world’s best cancer survival rates, a life expectancy for those over 80 that is actually greater than anywhere else, and lower mortality rates for heart attacks and strokes than in comparable countries.","Half of the top 10 diagnostic or therapeutic innovations in the past 50 years have come in whole or in part from the US, along with 75% of the top 30.",The USA is a good country to live in,https://www.fairobserver.com/region/north_america/khaled-dajani-usa-health-care-america-best-world-quality-health-care-system-world-news-34879/,https://www.fairobserver.com/region/north_america/khaled-dajani-usa-health-care-america-best-world-quality-health-care-system-world-news-34879/,The US has a good health and education systems,1.0,1.0,1.0,1.0
kp_2_9,kp_2_9,evi_2_79,evi_2_78,"The wildlife is as diverse as the landscape. Mammals such as bison once roamed freely across the plains, but now live only in preserves. Black bears, grizzlies, and polar bears are the largest carnivores. There are over 20,000 flower species and most came from Europe. There are more than 400 areas which are protected and maintained by the National Park Service, and many other parks in each state.","The landscape varies across the large country from tropical beaches in Florida to peaks in the Rocky Mountains, from rolling prairie lands and barren deserts in the West to dense wilderness areas in the Northeast and Northwest. Interspersed throughout are the Great Lakes, the Grand Canyon, the majestic Yosemite Valley, and the mighty Mississippi River.",The USA is a good country to live in,https://kids.nationalgeographic.com/geography/countries/article/united-states,https://kids.nationalgeographic.com/geography/countries/article/united-states,The US has a great environment/nature,1.0,1.0,1.0,1.0
kp_2_6,kp_2_6,evi_2_64,evi_2_63,"Cultural factors may be as important as these well-known health risks, according to a study that appeared last year in the Journal of the American Medical Association (Vol. 295, No. 17, pages 2037-2045). Simply living in America may be as risky as a diet of doughnuts and beer, researchers suggest.","The Modern culture of The US is one of little respect for one another. Most are only concerned about their own social status so that leaves little room to care about the dignity of others, and most of the times people will try to climb the social latter at the expense of others dignity.",The USA is a good country to live in,https://www.apa.org/monitor/apr07/america,https://www.ipl.org/essay/Pros-And-Cons-Of-American-Culture-PCCZX4VXVYT,The US has a negative culture,-1.0,-1.0,1.0,1.0
kp_2_8,kp_2_8,evi_2_71,evi_2_70,"A bill of rights is what the people are entitled to against every government on earth, general or particular, and what no just government should refuse.  - Thomas Jefferson, December 20, 1787","On September 11, 2001, the OAS adopted the Inter-American Democratic Charter designed to strengthen and preserve representative democracy in the hemisphere. Article 1 states: “The peoples of the Americas have a right to democracy and their governments have an obligation to promote and defend it.” It also states that: 'Democracy is essential for the social, political, and economic development of the peoples of the Americas.'",The USA is a good country to live in,https://www.aclu.org/other/bill-rights-brief-history,https://usoas.usmission.gov/our-relationship/policy-programs/democracy/,The US has freedoms/ democratic rights,1.0,1.0,1.0,1.0
kp_2_13,kp_2_13,evi_2_108,evi_2_107,"The United States is sometimes described as a 'melting pot', according to Golden Beacon USA(opens in new tab), in which different cultures have contributed their own distinct 'flavors' to American culture. Just as cultures from around the world have influenced American culture, today American culture influences the world.","Because of this, the United States is one of the most culturally diverse countries in the world, according to The London School(opens in new tab).",The USA is a good country to live in,https://www.livescience.com/28945-american-culture.html,https://www.livescience.com/28945-american-culture.html,The US has great people/culture,1.0,1.0,1.0,1.0
kp_2_2,kp_2_2,evi_2_31,evi_2_28,"Almost half (47%) of Americans believe that cost of living is the biggest threat to their financial security and long-term investments, according to TD Ameritrade’s financial disruptions survey, which polled over 1,000 U.S. adults with at least $10,000 in investable assets.","While prices of some services and goods have fallen substantially, especially when bearing in mind increases in their quality, others—particularly prescription drugs, childcare, and education—have risen substantially, and in many cases, faster than incomes over the last several decades.",The USA is a good country to live in,https://www.cnbc.com/2020/02/04/47-percent-of-americans-say-cost-of-living-is-top-threat-to-future-security.html,https://www.whitehouse.gov/cea/written-materials/2021/08/11/the-cost-of-living-in-america-helping-families-move-ahead/,The US has high taxation/high costs of living,-1.0,-1.0,1.0,1.0
kp_2_4,kp_2_4,evi_2_49,evi_2_48,"The United States’ Gini coefficient was forty in 2019—the same as Bulgaria’s and Turkey’s, and significantly higher than that of Canada, France, and Germany—according to the Organization for Economic Cooperation and Development (OECD), a group of advanced economies.","In 2021, the top 10 percent of Americans held nearly 70 percent of U.S. wealth, up from about 61 percent at the end of 1989. The share held by the next 40 percent fell correspondingly over that period. The bottom 50 percent (roughly sixty-three million families) owned about 2.5 percent of wealth in 2021.",The USA is a good country to live in,https://www.cfr.org/backgrounder/us-inequality-debate,https://www.cfr.org/backgrounder/us-inequality-debate,The US has inequality/poverty,-1.0,-1.0,1.0,1.0
kp_2_10,kp_2_10,evi_2_80,evi_2_82,"The US has been ranked the world's most powerful country for the seventh time, according to the latest rankings by the Wharton School at the University of Pennsylvania and US News & World Report.","The United States of America is a North American nation that is the world’s most dominant economic and military power. Likewise, its cultural imprint spans the world, led in large part by its popular culture expressed in music, movies and television.",The USA is a good country to live in,"https://www.businessinsider.com/us-most-powerful-country-most-people-think-unsafe-quality-life-2022-10?r=US&IR=T#:~:text=The%20US%20has%20been%20ranked,and%20US%20News%20%26%20World%20Report.",https://www.usnews.com/news/best-countries/rankings/power,The US is a powerful country,1.0,1.0,1.0,1.0
kp_2_5,kp_2_5,evi_2_56,evi_2_55,"Despite the high employment opportunities, the US still slipped from 20th to 21st place for general quality of life. Reibstein said the main reason for the decline was because just 11% of respondents regarded the US as safe — a significant decline from last year's 38% figure.","A country where, according to the Gun Violence Archive, there have been 253 mass shootings in the country since the beginning of 2019. That’s more shootings than days. Two of those occurred over the weekend in less than 24 hours, first in El Paso, Texas followed by Dayton, Ohio, leaving 31 dead.",The USA is a good country to live in,https://www.businessinsider.com/us-most-powerful-country-most-people-think-unsafe-quality-life-2022-10?r=US&IR=T,https://skift.com/2019/08/06/why-is-the-u-s-never-deemed-unsafe-as-a-travel-destination/,The US is unsafe,-1.0,-1.0,1.0,1.0
kp_2_3,kp_2_3,evi_2_41,evi_2_40,"Racial discrimination continues to be in the labor market. An experiment carried out in Chicago and Boston during 2001 and 2002 shows that resumes with “white-sounding” names, whether male or female, were much more likely to result in call backs for interviews than were those with “black-sounding” names (even though the resumes were otherwise identical).",Sociologists Pam Jackson and Jason Cummings’ research documents that middle-class Blacks have worse health profiles than working-class whites. They attribute this difference to the daily racialized trauma experienced in predominately white environments like work and neighborhood settings.,The USA is a good country to live in,https://inequality.stanford.edu/publications/20-facts-about-us-inequality-everyone-should-know,https://www.brookings.edu/blog/how-we-rise/2021/05/04/is-the-united-states-a-racist-country/,The US is xenophobic/racist,-1.0,-1.0,1.0,1.0
kp_2_7,kp_2_7,evi_2_67,evi_2_66,"In terms of jobs in America, almost all of the biggest companies in the world have offices in the USA. You will have career opportunities in America you could not get anywhere else in the world. Just one internship for a big name could change your career.","Job growth has been surging in recent months, with July’s number, reported Friday, showing an addition of 943,000, the biggest spike since August 2020. That came on top of respective gains of 938,000 and 614,000 in the previous two months, for an impressive three-month average of 832,000.",The USA is a good country to live in,https://blog.v-hr.com/blog/5-reasons-to-work-in-the-usa,https://www.cnbc.com/2021/08/07/there-are-about-1-million-more-job-openings-than-people-looking-for-work.html,The US offers great opportunities for individuals,1.0,1.0,1.0,1.0
