key_point_id,evidence_id,evidence,topic,source,argument,stance,label
kp_7_7,evi_7_58,"'On the absolute scale, this means that a state like California, which has approximately two mass shootings per year, will have an extra mass shooting for every 10 unit increase in permissiveness over five years,' explain the researchers. 'It will also have three to five more mass shootings per five years for every 10 unit increase in gun ownership,' they add.",We should abolish the right to keep and bear arms,https://www.bmj.com/company/newsroom/higher-rates-of-mass-shootings-in-us-states-with-more-relaxed-gun-control-laws/,Gun ownership allows for mass-shootings/general gun violence,1,1.0
kp_7_1,evi_7_12,"For today’s gun owners, the right to own guns nearly rivals other rights laid out in the U.S. Constitution in terms of its personal salience. About three-quarters of gun owners (74%) say this right is essential to their own sense of freedom.",We should abolish the right to keep and bear arms,https://www.pewresearch.org/social-trends/2017/06/22/guns-and-daily-life-identity-experiences-activities-and-involvement/,Gun ownership is a right,-1,1.0
kp_7_2,evi_7_15,"According to data from 2016, approximately 10 million people used firearms for hunting, more than 50 percent of all hunters participated in target shooting, and 22 percent of hunters visited shooting ranges (U.S. Fish and Wildlife Service, 2018).",We should abolish the right to keep and bear arms,https://www.rand.org/research/gun-policy/analysis/hunting-and-recreation.html,Gun ownership is necessary for hunting/sports-shooting,-1,1.0
kp_7_3,evi_7_24,"In a Gallup survey conducted in August 2019, gun owners were most likely to cite personal safety or protection as the reason they own a firearm. Roughly six-in-ten (63%) said this in an open-ended question.",We should abolish the right to keep and bear arms,https://www.pewresearch.org/fact-tank/2021/09/13/key-facts-about-americans-and-guns/,Gun ownership promotes self protection,-1,1.0
kp_7_5,evi_7_44,"One of the worst recent examples was the massacre in a Sutherland Springs, Texas, church last November, in which 26 people were killed by a man whose domestic violence conviction should have barred him from buying guns.",We should abolish the right to keep and bear arms,https://www.npr.org/2018/01/26/580143957/what-it-takes-to-get-guns-out-of-the-wrong-hands,Guns can fall into the wrong hands,1,1.0
kp_7_6,evi_7_52,"A 2001 study found that regardless of age, people are nine times more likely to die from unintentional firearm injuries when they live in states with more guns, relative to states with fewer guns.",We should abolish the right to keep and bear arms,https://www.aftermath.com/content/accidental-shooting-deaths-statistics/,Guns lead to accidental deaths,1,1.0
kp_8_0,evi_8_7,"“For example, the Institute for Fiscal Studies (IFS) estimate that even if the government locks in a moderate overall spending increase over the next five years, because of commitments to protect certain areas of spending, the remaining ‘unprotected’ areas - including most aspects of social security, prisons, local government and adult education - are facing an average annual cut of 0.4 per cent per year.",We should adopt an austerity regime,https://www.ippr.org/blog/austerity-there-is-an-alternative-and-the-uk-can-afford-to-deliver-it,Austerity cuts access to essential services,-1,1.0
kp_8_1,evi_8_12,"The financial press and many economists have pointed to austerity policies that cut government expenditures and increased tax rates as an explanation for the slow recovery in several European countries (e.g. Blanchard and Leigh 2013, Krugman 2015).",We should adopt an austerity regime,https://cepr.org/voxeu/columns/austerity-aftermath-great-recession,Austerity extend recessions,-1,1.0
kp_8_5,evi_8_40,"Contrary to this, research from Harvard economist Alberto Alesina demonstrated the benefits of ‘expansionary austerity:’ fiscal policy changes in advanced economies between 1970 and 2007 showed that spending cuts were often 'associated with economic expansions rather than recessions'.",We should adopt an austerity regime,https://www.canford.com/d/~board/views-from-the-study/post/is-austerity-ever-necessary,Austerity improves the economic measures,1,1.0
kp_8_6,evi_8_44,"On the basis of Arellano (2008) model simulations we find that cutting government consumption may indeed raise the default premium in the short run. This is not because investors are impatient or schizophrenic about austerity. Rather, this is because with output being temporarily reduced due to austerity, financial market participants understand that a government is tempted to default on its debt obligations in order to free scarce resources from debt service for other expenditures.",We should adopt an austerity regime,https://www.weforum.org/agenda/2015/02/does-austerity-pay-off-in-the-long-run/,Austerity is important in the long term,1,1.0
kp_8_7,evi_8_49,"Put simply, a growth in external demand (consumers outside Ireland buying more Irish produced goods and services) compensated for a contraction in the internal demand caused by austerity (Irish consumers, households and government spending less). It’s the German model of adjustment: commit to macroeconomic stability, compress domestic demand and expand exports.",We should adopt an austerity regime,https://blogs.lse.ac.uk/europpblog/2016/02/02/debunking-myths-why-austerity-and-structural-reforms-have-had-little-to-do-with-irelands-economic-recovery/,Austerity is important to increase stability,1,1.0
kp_8_8,evi_8_57,"The chancellor, George Osborne, certainly plans more austerity, hoping to achieve a budget surplus and a rapidly declining debt-to-GDP ratio by the end of the decade (four years later than he originally predicted).",We should adopt an austerity regime,https://theconversation.com/austerity-was-necessary-in-2010-but-we-dont-need-much-more-37939,Austerity is necessary to reduce deficits or pay debts,1,1.0
kp_8_2,evi_8_23,"IMF-required austerity is significantly associated with rising inequality, by increasing the income share to the top ten percent at the expense of the bottom 80 percent. Unsurprisingly, the impact can also be seen in significantly rising poverty levels in countries facing tighter austerity requirements.",We should adopt an austerity regime,https://www.bu.edu/gdp/2021/04/05/imf-austerity-is-alive-and-impacting-poverty-and-inequality/,Austerity is unfair to the citizens,-1,1.0
kp_8_9,evi_8_61,"Perhaps the most successful model of austerity, at least in response to a recession, occurred in the United States between 1920 and 1921. The unemployment rate in the U.S. economy jumped from 4% to almost 12%.  Real gross national product (GNP) declined almost 20%—greater than any single year during the Great Depression or Great Recession. President Warren G. Harding responded by cutting the federal budget by almost 50%. Tax rates were reduced for all income groups, and the debt dropped by more than 30%. In a speech in 1920, Harding declared that his administration 'will attempt intelligent and courageous deflation, and strike at government borrowing...[and] will attack high cost of government with every energy and facility.'",We should adopt an austerity regime,https://www.investopedia.com/terms/a/austerity.asp,Austerity regime is essential in economically troubled times,1,1.0
kp_8_3,evi_8_28,"The OECD average slowing from 5 per cent before the crisis to 2.5 per cent after the crisis, with the UK down from 4 to 2 per cent. For many countries – including the UK – price rises mean that the standard of living has fallen over the last decade.",We should adopt an austerity regime,https://www.tuc.org.uk/blogs/failure-austerity-and-how-fix-it,Austerity results in lower growth,-1,1.0
kp_8_4,evi_8_33,"Alessandro Turrini finds that contrary to expectations, austerity policies may have been responsible for creating more unemployment in countries with stronger employment protection legislation. One potential reason for this is that while countries with more regulated labour markets have not experienced as many redundancies from austerity, they have also had far lower job creation levels.",We should adopt an austerity regime,,Austerity results in lower job creation,-1,1.0
kp_15_0,evi_15_11,"In Fisher v. University of Texas at Austin, the APALC submitted a brief supporting the University of Texas in preserving the use of affirmative action in admissions, saying Asian students 'benefited from exposure to a diverse student body.'",We should end affirmative action,https://en.wikipedia.org/wiki/Asian_Pacific_American_Legal_Center,Affirmative action boosts diversity,-1,1.0
kp_15_3,evi_15_45,"This agenda is celebrated on the backs of Asian-American students. Students for Fair Admissions Inc. is in the process of suing Harvard University, alleging that the university caps the number of admissions for Asian American students. Race-blind admission testing would allow the students, with top test scores in the country, a place at a prestigious university. Instead, they are marked down on “personality trait” testing, in which they coincidentally and consistently score low.",We should end affirmative action,https://dailyiowan.com/2018/07/18/jaimes-affirmative-action-perpetuates-racism/,Affirmative action diminishes the achievements of minorities,1,1.0
kp_15_4,evi_15_49,"With privileged African Americans gaining professional upward mobility through affirmative action and equal opportunity sanctions in education and employment, the less-skilled, less-educated African Americans fall behind.",We should end affirmative action,https://en.wikipedia.org/wiki/Economic_restructuring,Affirmative action is ineffective,1,1.0
kp_15_1,evi_15_29,"As historian Roger Wilkins has pointed out, Blacks have a 375-year history on this continent: 245 involving slavery, 100 involving legalized discrimination, and only 30 involving anything else (Wilkins, 1995). Jews and Asians, on the other hand, have immigrated to North America—often as doctors, lawyers, professors, entrepreneurs, and so forth. Moreover, European Jews are able to function as part of the White majority. To expect Blacks to show the same upward mobility as Jews and Asians is to deny the historical and social reality that Black people face.",We should end affirmative action,https://www.usf.edu/compliance-ethics/equal-opportunity/ten-myths-about-affirmative-action.aspx,Affirmative action is necessary to compensate for the past,-1,1.0
kp_15_5,evi_15_45,"This agenda is celebrated on the backs of Asian-American students. Students for Fair Admissions Inc. is in the process of suing Harvard University, alleging that the university caps the number of admissions for Asian American students. Race-blind admission testing would allow the students, with top test scores in the country, a place at a prestigious university. Instead, they are marked down on “personality trait” testing, in which they coincidentally and consistently score low.",We should end affirmative action,https://dailyiowan.com/2018/07/18/jaimes-affirmative-action-perpetuates-racism/,Affirmative action is not just,1,1.0
kp_15_6,evi_15_63,"Students for Fair Admissions Inc. is in the process of suing Harvard University, alleging that the university caps the number of admissions for Asian American students. Race-blind admission testing would allow the students, with top test scores in the country, a place at a prestigious university. Instead, they are marked down on “personality trait” testing, in which they coincidentally and consistently score low.",We should end affirmative action,https://dailyiowan.com/2018/07/18/jaimes-affirmative-action-perpetuates-racism/,Affirmative action perpetuates prejudice,1,1.0
kp_15_2,evi_15_37,"Wesolowski supported affirmative action programs for Saskatoon Catholic teachers in 2001, arguing that past policies had discriminated against women and aboriginals.",We should end affirmative action,"https://en.wikipedia.org/wiki/Reform_Party_of_Canada_candidates,_1993_Canadian_federal_election",Affirmative action reduces discrimination,-1,1.0
kp_15_7,evi_15_70,"For example, according to data released by the University of Texas in connection with Fisher, the mean SAT scores (out of 2400) and mean high-school grade-point averages (on a 4.0 scale) varied widely by race for the entering class of 2009. For Asians, the numbers were 1991 and 3.07; whites were at 1914 and 3.04; Hispanics at 1794 and 2.83; and African-Americans at 1524 and 2.57. The SAT scores for the Asian students placed them in the 93rd percentile of 2009 SAT-takers nationwide; the African-American students, meanwhile, were at the 52nd percentile.",We should end affirmative action,https://www.nationalaffairs.com/publications/detail/the-sad-irony-of-affirmative-action,Affirmative action reduces quality,1,1.0
