evidence_id,evidence,type,topic,source
evi_0_19,Dignity in Dying argue that if a person does not wish to take advantage of a change in the law which would allow for an assisted death then that is down to personal choice.,Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_20,"In their analysis, Brody et al. found it necessary to distinguish such topics as euthanasia, physician-assisted suicide, informed consent and refusal, advance directives, pregnant patients, surrogate decision-making (including neonates), DNR orders, irreversible loss of consciousness, quality of life (as a criterion for limiting end-of-life care), withholding and withdrawing intervention, and futility.",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_21,"The plaintiffs believe that every Canadian should have the choice to have what they consider to be a good death, including the option of a medically assisted death for seriously and incurably ill, mentally competent adults.",Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_22,"Dignity in Dying also outline how they go about their campaign: They encourage their supporters to campaign for a change to the current laws so that a terminally ill, mentally competent adult who feels their suffering has become unbearable can opt for an assisted death, subject to strict rules and safeguards.  They will lobby politicians and other decision makers, and look to educate legal and healthcare professionals and the public in general to support this drive towards obtaining a comprehensive national end-of-life strategy and working procedures.",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_23,"A September 2010 Irish Times poll showed that a majority, 57% of adults, believed that doctor-assisted suicide should be legal for terminally ill patients who request it.",Study Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_24,"In an article published mid-2009, Pratchett stated that he wished to die by assisted suicide (although he disliked that term) before his disease progressed to a critical point.",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_25,"Opponents have presented a story of Oregon resident Jeanette Hall, who was diagnosed with cancer and given 6 months to a year to live. She wanted the act of assisted death to be performed.",Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_26,"Drawing on the various ethical, medical and legal considerations as well as on the experiences of the Netherlands, Belgium, Switzerland and Oregon, he argues that on some occasions not only passive euthanasia may be allowed but also physician-assisted suicide.",Study Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_27,"Assisted suicide is a practice in which a person receives assistance in bringing about their death, typically people suffering from a severe physical illness, in which the final step in the process is actively performed by the person concerned.",Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_28,"In response, autonomy and quality-of-life-base arguments are made in support of euthanasia, underscored by claims that when the only way to relieve a dying patient's pain or suffering is terminal sedation with loss of consciousness, death is a preferable alternative - an argument also made in support of physician-assisted suicide.",Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_29,"For example, Swiss law allows assisted suicide while all forms of active euthanasia (like lethal injection) remain prohibited.",Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_30,"The patient must be an adult and in a 'futile medical condition of constant and unbearable physical or mental suffering that cannot be alleviated'. The patient must have a long-term history with the doctor, with euthanasia/physician-assisted suicide only allowed for permanent residents. ",None Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_31,"Assisted suicide is when one individual helps another bring about their own death indirectly via providing either advice or the means to the end. This is in contrast to euthanasia, where another person takes a more active role in bringing about a person's death.",None Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_32,"The report also stated that Kevorkian failed to refer at least 17 patients to a pain specialist after they complained of chronic pain, and sometimes failed to obtain a complete medical record for his patients, with at least three autopsies of suicides Kevorkian had assisted with showing the person who committed suicide to have no physical sign of disease.",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_33,"As applied to the euthanasia debate, the slippery slope argument claims that the acceptance of certain practices, such as physician-assisted suicide or voluntary euthanasia, will invariably lead to the acceptance or practice of concepts which are currently deemed unacceptable, such as non-voluntary or involuntary euthanasia.",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_34,"On the subject of voluntary euthanasia she argues that institutionalizing medically assisted death erodes respect for human life, endangers the vulnerable and disabled, underestimates human capacity for error and vice and is intrinsically discriminatory.",Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_35,"In closing, the Court said that it fully rejected the respondents' argument that the statutory difference between assisted suicide and refusing lifesaving treatment was 'arbitrary' and 'irrational.'",Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_36,"In an appearance on Fox News Sunday television show, Towey charged that the booklet was authored by an advocate of assisted suicide, and that it was being used to give 'end of life' counseling to soldiers returning from Iraq and Afghanistan.",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_37,Attributing more importance to religion also seems to make agreement with euthanasia and physician assisted suicide less likely.,None Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_32,"The report also stated that Kevorkian failed to refer at least 17 patients to a pain specialist after they complained of chronic pain, and sometimes failed to obtain a complete medical record for his patients, with at least three autopsies of suicides Kevorkian had assisted with showing the person who committed suicide to have no physical sign of disease.",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_38,"To this effect the Court quoted a House Judiciary Committee hearing, stating that a physician performing an assisted suicide, 'must, necessarily and indubitably, intend primarily that the patient be made dead.'",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_34,"On the subject of voluntary euthanasia she argues that institutionalizing medically assisted death erodes respect for human life, endangers the vulnerable and disabled, underestimates human capacity for error and vice and is intrinsically discriminatory.",Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_39,"Poor or uninsured patients may not have the money or no access to proper care will have limited options, and they could be pressured towards assisted death.",Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_40,"Physician-assisted suicide and euthanasia should not be performed simply because a patient is depressed, tired of life, worried about being a burden, or worried about being dependent. All these may be signs that not every effort has yet been made.",Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_41,"Dignity in Dying support the legislation of assisted dying (as legal in Oregon under the Oregon Death with Dignity Act), whereby a doctor prescribes a life-ending dose of medication to a mentally competent, terminally ill adult at the patient's request, and which the patient administers. This is different to assisted suicide, whereby somebody provides assistance to die to a person who is not terminally ill, and euthanasia, which involves a third party administering the life-ending medication to a patient.",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_42,"The key argument made by many of those opposed to a change in the law is that ill and disabled people may feel under pressure to end their lives, perhaps because of the cost of the medical treatment needed to keep them alive, or because they do not want to be a burden on friends and family.",Anecdotal Evidence,Assisted suicide should be a criminal offence,https://www.parliament.uk/business/publications/research/key-issues-parliament-2015/social-change/debating-assisted-suicide/
evi_0_43,A survey published by the British Medical Journal in 2011 found that the majority of patients who are almost completely paralysed but fully conscious have said they are happy and do not want to die. The survey questioned 168 members of the French Association for Locked-in Syndrome.,Study Evidence,Assisted suicide should be a criminal offence,https://ascopubs.org/doi/full/10.1200/JOP.2017.021840
evi_0_44,"In a study of terminally ill patients, for instance, Rosenfeld and his colleagues found that desire for death was associated with depression, and that desire decreased in patients who responded to antidepressants ( Psychosomatics , Vol. 51, No. 2, 2010).",Study Evidence,Assisted suicide should be a criminal offence,https://www.apa.org/monitor/2017/12/ce-corner
evi_0_45,"For example, in the U.S. state of Oregon in 2007, it was reported that of the 30,000 deaths in the state that year, 10,000 people considered an assisted death, around 1,000 spoke to their doctor about it, 85 actually got a prescription and just 49 went on to have an assisted death.",Study Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_46,"The organization held that the danger of making doctors the agents of a patient's death far outweighed any advantages to assisted suicide, or safeguards in the initiative's text.",Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_47,"The State of New York had enacted a prohibition against physician-assisted suicide, making it a crime for a physician to administer lethal medication or to otherwise knowingly and intentionally end the life of a patient, even a consenting, mentally competent, and terminally ill patient.",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_48,"Instead of participating in assisted suicide, physicians must aggressively respond to the needs of patients at the end of life .. in order that these patients continue to receive emotional support, comfort care, adequate pain control, respect for patient autonomy and good communication.",Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_49,"Dr. Lynda Young, MD, stated her opposition when she said, 'Physician-assisted suicide is fundamentally incompatible with the physician's role as healer.'",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_32,"The report also stated that Kevorkian failed to refer at least 17 patients to a pain specialist after they complained of chronic pain, and sometimes failed to obtain a complete medical record for his patients, with at least three autopsies of suicides Kevorkian had assisted with showing the person who committed suicide to have no physical sign of disease.",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_50,"In 1990, Dr. Jack Kevorkian, a Michigan physician, became famous for educating and assisting people in committing physician-assisted suicide, which resulted in a Michigan law against the practice in 1992.",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_51,A study in 2000 found that Dutch physicians who intend to provide assistance with suicide sometimes end up administering a lethal medication themselves because of the patient's inability to take the medication or because of problems with the completion of physician-assisted suicide.,Study Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_52,Physicians who are in favor of euthanasia state that to keep euthanasia or physician-assisted suicide (PAS) illegal is a violation of patient freedoms.,Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_53,As of 2014 assisted suicide remains illegal in Ireland.,Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_54,"In May 2011, Zurich held a referendum that asked voters whether (i) assisted suicide should be prohibited outright; and (ii) whether Dignitas and other assisted suicide providers should not admit overseas users.",None Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_55,"The majority held that as assisted suicide is not a fundamental liberty interest, it was not protected under the due process clause of the Fourteenth Amendment.",Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_56,Assisted suicide is illegal in New Zealand.,Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_57,"Independent MSP Margo MacDonald's 'End of Life Assistance Bill' was brought before the Scottish Parliament to permit assisted suicide in January 2010. The Catholic Church and the Church of Scotland, the largest denomination in Scotland, opposed the bill. The bill was rejected by a vote of 85-16 (with 2 abstentions) in December 2010.",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_58,"An opponent of assisted suicide, Vlazny supported the unsuccessful repeal of the Oregon Death with Dignity Act, saying, 'Many have expressed a dread about what will happen when the power over life and death may be put into the hands of a society that is driven by economics, expedience and efficiency, a society that flees from suffering, weakness or limitations of any kind.'",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_59,"Regardless of these reasons, it determined simply that the law permitted everyone to refuse treatment and prohibited everyone from assisting suicide; as such, the law did not run afoul of the Equal Protection Clause and the state had the constitutional authority to put such a law into place.",Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_60,"In 1997, in the cases of Washington v. Glucksberg and Vacco v. Quill, the U.S. Supreme Court ruled unanimously that there is no Constitutional right to assisted suicide, and that states therefore have the right to prohibit it.",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_61,Any person found to be assisting suicide is breaking the law and can be convicted of assisting suicide or attempting to do so.,Anecdotal Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_62,"In 1994, a suit was filed in New York claiming that the anti-assisted suicide statute was a violation of equal protection and liberty guarantees of the Fourteenth Amendment. This claim was rejected by the District Court on the basis that there is no right to assisted suicide given by the U.S. Constitution.",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_63,The New Zealand Medical Association oppose voluntary euthanasia and doctor assisted suicide maintaining that it is unethical regardless of whether the patient or relatives wishes to have it carried out.,Study Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_64,"An opponent of assisted suicide, Vlazny supported the unsuccessful repeal of the Oregon Death with Dignity Act, saying, 'Many have expressed a dread about what will happen when the power over life and death may be put into the hands of a society that is driven by economics, expedience and efficiency, a society that flees from suffering, weakness or limitations of any kind.'",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_65,"First, the argument is only effective against legalization if it is legalization which causes the slippery slope; and secondly, it is only effective if it is used comparatively, to show that the slope is more slippery in the Netherlands than it is in jurisdictions which have not legalized assisted suicide or euthanasia;since these questions have not been addressed by critics, little attention has been paid to available evidence on causation and comparability.",None Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_66,"As Emanuel said, 'The Netherlands studies fail to demonstrate that permitting physician-assisted suicide and euthanasia will not lead to the nonvoluntary euthanasia of children, the demented, the mentally ill, the old, and others.'",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_33,"As applied to the euthanasia debate, the slippery slope argument claims that the acceptance of certain practices, such as physician-assisted suicide or voluntary euthanasia, will invariably lead to the acceptance or practice of concepts which are currently deemed unacceptable, such as non-voluntary or involuntary euthanasia.",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_67,"Emanuel said that it is a myth that most patients who want to die choose euthanasia because they are in extreme pain. He said that in his own experience, 'those with pain are more likely than others to oppose physician-assisted suicide and euthanasia.'",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_68,Not Dead Yet is a United States disability rights group that opposes assisted suicide and euthanasia for people with disabilities.,None Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_0_69,"According to Massachusetts Against Assisted Suicide, the term 'terminal patients' has also been the subject of opponents' arguments.",Expert Evidence,Assisted suicide should be a criminal offence,https://research.ibm.com/haifa/dept/vst/debating_data.shtml
evi_1_0,"The agency provides Eastern York Schools, district home schooled students and area private schools many services including: Special education services, combined purchasing, and instructional technology services.",None Evidence,Homeschooling should be banned,https://en.wikipedia.org/wiki/Eastern_York_School_District
evi_1_1,"According to the Home School Legal Defense Association, his work helped launch the Christian homeschooling movement in the United States, Canada, Australia and Mexico.",None Evidence,Homeschooling should be banned,https://en.wikipedia.org/wiki/Gregg_Harris
evi_1_2,"Gallup polls of American voters have shown a significant change in attitude in the last twenty years, from 73% opposed to home education in 1985 to 54% opposed in 2001.",Study Evidence,Homeschooling should be banned,https://en.wikipedia.org/wiki/Homeschooling
evi_1_3,"The agency provides Lebanon School District, charter schools, the district's home schooled students and area private schools many services including: Special education services, combined purchasing, and instructional technology services.",None Evidence,Homeschooling should be banned,https://en.wikipedia.org/wiki/Lebanon_School_District
evi_1_4,"Homeschooling can be an option for families living in isolated rural locations, living temporarily abroad, and to allow for more traveling; also many young athletes and actors are taught at home.",None Evidence,Homeschooling should be banned,https://en.wikipedia.org/wiki/Homeschooling
evi_1_5,"Home schooling is important in the Mosntain Communities, according to a March 2008 report in the local weekly newspaper, the Mountain Enterprise, which added: Per capita, the Mountain Communities may have one of the highest rates of homeschooling in the state, far above the national average of 2 to 4 percent, Holly Van Houten.",Study Evidence,Homeschooling should be banned,https://en.wikipedia.org/wiki/El_Tejon_Unified_School_District
evi_1_6,"Home-schooling is important in Frazier Park and surrounding areas, according to a March 2008 report in the Mountain Enterprise, which added: Per capita, the Mountain Communities may have one of the highest rates of homeschooling in the state, far above the national average of 2 to 4 percent, Holly Van Houten . .",Study Evidence,Homeschooling should be banned,"https://en.wikipedia.org/wiki/Frazier_Park,_California"
evi_1_7,"Biographers believe that Bacon was educated at home in his early years owing to poor health (which plagued him throughout his life), receiving tuition from John Walsall, a graduate of Oxford with a strong leaning towards Puritanism.",Expert Evidence,Homeschooling should be banned,https://en.wikipedia.org/wiki/Francis_Bacon
evi_1_8,"In addition to his homeschooling, Andrea also enjoyed a strong musical education.",None Evidence,Homeschooling should be banned,https://en.wikipedia.org/wiki/Alberto_Savinio
evi_1_9,"As a freshman on the Platform Committee, Schwartz added 'home schooling' as a legitimate alternative to public school education to the Platform.",None Evidence,Homeschooling should be banned,https://en.wikipedia.org/wiki/Bob_Schwartz
evi_1_10,Gosling has said that homeschooling gave him 'a sense of autonomy that I've never really lost'.,Expert Evidence,Homeschooling should be banned,https://en.wikipedia.org/wiki/Ryan_Gosling
evi_1_11,"According to recent research, mainstream schools are failing to meet the requirements of pupils with special educational needs (SEN). Indeed, unhappiness at school is the reason why many parents decide to home educate their children.",Study Evidence,Homeschooling should be banned,https://www.theschoolrun.com/home-educating-child-special-educational-needs
evi_1_12,"“Differentiation is what homeschooling is all about,” Sherry Bushnell told me. She and herhusband founded the National Challenged Homeschoolers Associated Network, an internationalorganization that supports parents who educate special-needs children at home. They homeschool their sonJordan, a 13-year-old boy with Down's syndrome, along with his nine siblings.",Expert Evidence,Homeschooling should be banned,https://www.ascd.org/el/articles/customization-through-homeschooling
evi_1_13,"Nelson said: One key benefit is the fact that, if you homeschool, you can personalise the education that your child receives according to their interests, needs, ability, and learning style. This might include spending more time outside doing physical exercise, letting them learn more about a subject that’s piqued their interest, or giving them the day off if they’re ill. When education is personalised, children are more engaged. It also allows them to discover their aptitudes and develop as people",Expert Evidence,Homeschooling should be banned,https://www.highspeedtraining.co.uk/hub/the-homeschooling-debate/
evi_1_14,"The efficiency of homeschooling – and the fact that you don’t have to follow the national curriculum or the typical timings of a school day – leaves you with time to spend broadening your child’s learning. You can make time for play, projects, real experiments, and the arts. Real-life skill building – including cooking, cleaning, volunteering, and learning to budget – could form a part of your school day. You could also choose to learn in different places, like museums, parks, and science centres.",Anecdotal Evidence,Homeschooling should be banned,https://www.highspeedtraining.co.uk/hub/the-homeschooling-debate/
evi_1_15,"Fiona Nicholson of Education Otherwise, a home-education support group, agreed with this assessment and said that 'frontline staff working to protect vulnerable children have also expressed disbelief that investing hundreds of millions in IT can be the best way to safeguard children'.",Expert Evidence,Homeschooling should be banned,https://en.wikipedia.org/wiki/ContactPoint
evi_1_16,"In 1980, Holt said, 'I want to make it clear that I don't see homeschooling as some kind of answer to badness of schools.",None Evidence,Homeschooling should be banned,https://en.wikipedia.org/wiki/Homeschooling
evi_1_17,"An online survey of parents home educating children with SEN, by home education consultancy Ed Yourself, found that almost half said their child had become too anxious to attend school, and more than a third said their child had been bullied.",Study Evidence,Homeschooling should be banned,https://www.theschoolrun.com/home-educating-child-special-educational-needs
evi_1_18,"Homeschoolers want to protect their children from violence, drugs andalcohol, psychological abuse, and ill-timed sexuality; help their children accomplish more academicallythan they can accomplish in school; and individualize each child's curriculum, instruction, and learningenvironment ",Anecdotal Evidence,Homeschooling should be banned,https://www.ascd.org/el/articles/customization-through-homeschooling
