key_point_id,evidence_id,evidence,topic,source,argument,stance,label
kp_3_0,evi_3_10,"Children receive gender specific support from having a mother and a father. Research shows that particular roles of mothers (e.g., to nurture) and fathers (e.g., to discipline), as well as complex biologically rooted interactions, are important for the development of boys and girls (Marriage and the Public Good: Ten Principles, 2006).",We should abandon marriage,https://www.foryourmarriage.org/blogs/married-parents-important-children/,Marriage benefits children,-1.0,1.0
kp_3_1,evi_3_15,"When a marriage produces a child or receives a child through adoption, it is one of life’s greatest blessings. Roughly 40% of children being raised today are in a home without a father. The effects of that fact are staggering. Father absence causes increases in mental and behavioral disorders as well as criminal activity and substance abuse. But when children are raised in a healthy marriage, they get a front row seat to see and experience the lasting benefits of a strong family",We should abandon marriage,https://www.allprodad.com/5-reasons-why-marriage-is-so-important/,"Marriage is important for people, either generally or because of religious/traditional reasons",-1.0,1.0
kp_3_2,evi_3_26,"The cautious answer to this question is, yes: married people do appear to be happier than people who are not married, including people who are never married.",We should abandon marriage,https://ifstudies.org/blog/does-marriage-really-make-us-healthier-and-happier,Marriage makes people happy,-1.0,1.0
kp_3_3,evi_3_31,The survey also examines how adults who are married and those who are living with an unmarried partner are experiencing their relationships. It finds that married adults are more satisfied with their relationship and more trusting of their partners than those who are cohabiting.,We should abandon marriage,https://www.marriage.com/advice/love/16-ways-to-grow-closer-to-your-mate-this-year/,Marriage makes the couple closer,-1.0,1.0
kp_3_5,evi_3_45,"Women must be submissive to male family members in all aspects of her life. Rigid gender roles often result in the expectation that women be submissive to male family members. When married, women are expected to obey their husbands, act according to their wishes and not strive for equal decision making. If they transgress these norms they may face physical violence used by husbands as punishment or discipline.",We should abandon marriage,https://www.oxfam.org/en/ten-harmful-beliefs-perpetuate-violence-against-women-and-girls,Marriage preserves norms that are harmful for women,1.0,1.0
kp_3_4,evi_3_35,"Getting married makes financial sense, especially for people who have widely disparate incomes. For example: The annual income limitations for IRA contributions by married couples are based on joint income, allowing for far higher savings. A couple's combined income may well place them in a lower tax bracket than the higher-income spouse would pay as an individual. If each spouse has a different employer, each can choose the better of two health insurance plans. Car insurance and home insurance coverage are cheaper for two than for one. In the long run, the lower-paid spouse may be eligible for a larger Social Security benefit than the person's solo income would allow.",We should abandon marriage,https://www.investopedia.com/financial-edge/0412/why-marriage-makes-financial-sense.aspx,Marriage provides important financial benefits,-1.0,1.0
kp_3_6,evi_3_53,"When we zoom out and look at the large-scale picture at the global or regional level since the 1970s, we see an overall increase in divorce rates. The UN in its overview of global marriage patterns notes that there is a general upward trend: “at the world level, the proportion of adults aged 35-39 who are divorced or separated has doubled, passing from 2% in the 1970s to 4% in the 2000s.”",We should abandon marriage,https://ourworldindata.org/marriages-and-divorces,Marriages are unstable,1.0,1.0
kp_3_7,evi_3_58,"Qatar’s laws require women to have male guardian permission to marry, regardless of age or former marital status. When a woman is married, guardianship transfers from her father to her husband. The Family Law provides that she can be deemed “disobedient” if she does not obtain her husband’s permission before working, traveling, or if she leaves her home or refuses to have sex with him, without a “legitimate” reason. A few women who fled their marriages after years of abuse told Human Rights Watch their husbands filed claims at court that they had been disobedient which can mean they lose their right to financial support from their husband.",We should abandon marriage,https://www.hrw.org/report/2021/03/29/everything-i-have-do-tied-man/women-and-qatars-male-guardianship-rules,Marriages tie up people with unfair obligations,1.0,1.0
kp_3_8,evi_3_62,"It's such a dominant approach to love and partnership and so ingrained into the very fabric of many societies today, monogamy may seem like simply the way relationships work.",We should abandon marriage,https://www.mindbodygreen.com/articles/monogamy,Most of the advantages of marriage are achieved by a monogamous relationship,1.0,1.0
kp_5_5,evi_5_52,"The death penalty system in the US is applied in an unfair and unjust manner against people, largely dependent on how much money they have, the skill of their attorneys, race of the victim and where the crime took place.  People of color are far more likely to be executed than white people, especially if thevictim is white. Innocent people are too often sentenced to death.  Since 1973, over 156 people have been released from death rows in 26 states because of innocence.  Nationally, at least one person is exonerated for every 10 that are executed.",We should abolish capital punishment,"https://www.aclu.org/other/case-against-death-penalty#:~:text=The%20death%20penalty%20is%20a,ways%20to%20reduce%20violent%20crime.",State-sanctioned killing is principally wrong,1.0,1.0
kp_5_6,evi_5_57,"A 2010 study by the Administrative Office of the U.S. Courts concluded that the median cost of a federal death penalty case was nearly eight times greater than a non-death penalty case. The average cost for the defense in a federal death penalty trial is $620,932, and that figure does not include the cost incurred by the courts, investigative staff, the jury, and expert witnesses. Mandel also underscored that federal death penalty cases divert resources from other cases. She wrote, If a government employee must devote 1,000 hours to seek a death sentence but only 100 hours to obtain a life without parole sentence pursuant to a plea agreement, that 900 hours could have been devoted to other cases. Mandel concluded, The citizens of New Mexico rejected the death penalty, in part because it requires diverting resources that could be allocated to programs that better increase public safety, health and welfare.",We should abolish capital punishment,https://deathpenaltyinfo.org/news/costs-pursuing-death-penalty-is-big-waste-of-resources,The death penalty harms the disenfranchised,1.0,1.0
kp_5_0,evi_5_4,"Henry McMaster, JD, Governor of South Carolina, in a May 5, 2021 twitter thread that included a link to the The State article by Emily Bohatch, SC House Passes Bill Bringing Back Electric Chair, Introducing Firing Squad, stated: The S.C House has given second reading to a bill that will restore the state’s ability to carry out the death penalty. We are one step closer to providing victims’ families and loved ones with the justice and closure they are owed by law. I will sign this legislation as soon as it gets to my desk.",We should abolish capital punishment,https://deathpenalty.procon.org/questions/does-the-death-penalty-offer-closure-or-solace-to-victims-families/,The death penalty helps the victim/their family,-1.0,1.0
kp_5_7,evi_5_63,"Emmaline Soken-Huberty, freelance author, in an undated article, 5 Reasons Why The Death Penalty is Wrong, accessed on Sep. 2, 2021 and available at humanrightscareers.com, stated: The fact that it doesn’t prevent crime may be the most significant reason why the death penalty is wrong. Many people might believe that while the death penalty isn’t ideal, it’s worth it if it dissuades potential criminals. However, polls show people don’t think capital punishment does that. The facts support that view. The American South has the highest murder rate in the country and oversees 81% of the nation’s executions. In states without the death penalty, the murder rate is much lower. There are other factors at play, but the fact remains that no studies show that capital punishment is a deterrent. If the death penalty is not only inhumane, discriminatory, and arbitrary, but it often claims innocent lives and doesn’t even prevent crime, then why should it still exist? It’s disappearing from legal systems around the world, so it’s time for all nations (like the United States) to end it.",We should abolish capital punishment,https://deathpenalty.procon.org/questions/does-the-death-penalty-deter-crime/,The death penalty irreversible,1.0,1.0
kp_5_4,evi_5_47,The UN Sub-Commission on the Promotion and Protection of Human Rights maintains that the death penalty for juveniles has become contrary to a jus cogens of customary international law.,We should abolish capital punishment,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,The death penalty is acceptable in cases of severe crimes,-1.0,1.0
kp_5_2,evi_5_15,"David Muhlhausen, PhD, Research Fellow in Empirical Policy Analysis at the Heritage Foundation, stated the following in his Oct. 4, 2014 article “Capital Punishment Works: It Deters Crime,” available at dailysignal.com: Some crimes are so heinous and inherently wrong that they demand strict penalties – up to and including life sentences or even death. Most Americans recognize this principle as just… Studies of the death penalty have reached various conclusions about its effectiveness in deterring crime. But… the majority of studies that track effects over many years and across states or counties find a deterrent effect. Indeed, other recent investigations, using a variety of samples and statistical methods, consistently demonstrate a strong link between executions and reduced murder rates… In short, capital punishment does, in fact, save lives.",We should abolish capital punishment,https://deathpenalty.procon.org/questions/does-the-death-penalty-deter-crime/,The death penalty prevents crimes,-1.0,1.0
kp_6_8,evi_6_57,"By 1852, many in the photographic community felt that Fox Talbot's insistence on the economic rights in his intellectual property were hampering the development of photography in England and had called upon him to relinquish his patent.",We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Intellectual property prevents the continuous improvement of a service/product,1.0,1.0
kp_6_4,evi_6_39,Professor Lessig analyzes the tension that exists between the concepts of piracy and property in the intellectual property realm in the context of what he calls the present depressingly compromised process of making law that has been captured in most nations by multinational corporations that are interested in the accumulation of capital and not the free exchange of ideas.,We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Intellectual property restricts access to important information/products,1.0,1.0
kp_6_6,evi_6_47,The PHM views the agreement on Trade Related Intellectual Property Rights(TRIPS) as iniquitous and against the interest of developing countries and poor patients.,We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Intellectual property rights are unfair,1.0,1.0
kp_6_9,evi_6_65,"By 1852, many in the photographic community felt that Fox Talbot's insistence on the economic rights in his intellectual property were hampering the development of photography in England and had called upon him to relinquish his patent.",We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Intellectual property rights harm creativity/innovation,1.0,1.0
kp_6_0,evi_6_6,"By codifying intellectual property for plant breeders, UPOV aims to encourage the development of new varieties of plants for the benefit of society.",We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Intellectual property rights incentivize creativity/innovation,-1.0,1.0
kp_6_1,evi_6_14,"Many economists believe that, in the absence of intellectual property protections such as copyright and patents, various types of intangible assets would be under-produced, because there would be insufficient incentives for commercial organisations to produce them",We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Intellectual property rights incentivize investment in developing new products,-1.0,1.0
kp_6_3,evi_6_33,"If we want to continue to lead the world in producing intellectual property, we need to protect Americans' rights in that property, stated Senator Leahy.",We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Intellectual property rights protect against stealing,-1.0,1.0
kp_6_7,evi_6_56,"For getting the protection for the first time, it could be bit expensive particularly if the product is complex and involves methods, designs, and processes.",We should abolish intellectual property rights,https://corpbiz.io/learning/advantages-and-disadvantages-of-intellectual-property-rights/,Intellectual property rights waste money,1.0,1.0
kp_6_2,evi_6_18,"Intellectual property rights (IPRs) - IPRs essential to implement the standard to be licensed to all applicants on a worldwide, non-discriminatory basis, either (1) for free and under other reasonable terms and conditions or (2) on reasonable terms and conditions (which may include monetary compensation).",We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,"People, or a business, own their innovations and should be able to be compensated for their endeavour",-1.0,1.0
kp_6_5,evi_6_42,"There is an argument that copyright is invalid because, unlike physical property, intellectual property is not scarce and is a legal fiction created by the state.",We should abolish intellectual property rights,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,intellectual property rights are ineffective,1.0,1.0
kp_9_2,evi_9_11,"John Locke in contrast, though an advocate of tolerance, urged authorities not to tolerate atheism, believing that the denial of God's existence would undermine the social order and lead to chaos.",We should adopt atheism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Atheism discriminates against religious people / violates freedom of religion,-1.0,1.0
kp_9_3,evi_9_16,"Baggini argues that atheism is a superior basis for ethics, claiming that a moral basis external to religious imperatives is necessary to evaluate the morality of the imperatives themselves-to be able to discern, for example, that thou shalt steal is immoral even if one's religion instructs it-and that atheists, therefore, have the advantage of being more inclined to make such evaluations.",We should adopt atheism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Atheism is beneficial to the person that adopts it,1.0,1.0
kp_9_0,evi_9_3,"Douglas Wilson, an evangelical theologian, argues that while atheists can behave morally, belief is necessary for an individual to give a rational and coherent account of why they are obligated to lead a morally responsible life.",We should adopt atheism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Atheism lacks morality,-1.0,1.0
kp_9_4,evi_9_27,Atheist Michael Scriven insists we need not have a proof that God does not exist in order to justify atheism. Atheism is obligatory in the absence of any evidence for God's existence.,We should adopt atheism,https://influencemagazine.com/en/Theory/Atheism-and-the-Burden-of-Proof,Atheism should be adopted since we cannot prove that God exists,1.0,1.0
kp_9_1,evi_9_6,"Ultimately, Liddle argues that which option you take, then, God or no God, is a matter of choosing something for which there is no scientific proof either way.",We should adopt atheism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,People should choose for themselves whether Atheism should be adopted,-1.0,1.0
kp_9_5,evi_9_31,"If you are following a list of rules, you are being obedient, not moral. Religion confuses obedience with morality. Morality is actually thinking about the consequences of your actions and how they affect other people. If you’re not doing that, and instead following the rules in a old book, then you are being obedient. Obedience is amoral. At best! An argument can be made that obedience is utterly irresponsible because by ceding your autonomy to the rules you follow you demonstrate that you don’t care how your actions affect others.",We should adopt atheism,https://www.quora.com/In-what-ways-can-religion-be-immoral-Why,Religions are immoral and people should not follow them,1.0,1.0
kp_9_6,evi_9_36,"While strongly criticizing the book from a theistic standpoint, Chapman allows that this new religious atheism may represent a maturing of the infantile atheism offered by the scientific naturalism perspective: it looks at the world and finds moral truth, objective value, and goodness. .",We should adopt atheism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Science can adequately explain the Universe,1.0,1.0
kp_10_0,evi_10_1,"In 2007, the environmentalist George Monbiot wrote an article in The Guardian connecting Ridley's libertarian economic philosophy and the ¬£27 billion failure of Northern Rock.",We should adopt libertarianism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Libertarianism harms economic growth,-1.0,1.0
kp_10_1,evi_10_7,"Some advocates of right-libertarianism, among them philosopher Robert Nozick, address this inconsistency in modern societies arguing that a consistently libertarian society would allow and regard as valid consensual/non-coercive enslavement contracts, rejecting the notion of inalienable rights: The comparable question about an individual is whether a free system will allow him to sell himself into slavery.",We should adopt libertarianism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Libertarianism harms minorities/those who are worse off,-1.0,1.0
kp_10_7,evi_10_46,"Sustainability advocates Paul Hawken, Amory Lovins and Hunter Lovins posited in their book Natural Capitalism: Creating the Next Industrial Revolution (2000) that elements of libertarianism and green politics could be coalesced to produce economic as well as environmental benefits.",We should adopt libertarianism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Libertarianism increases economic growth,1.0,1.0
kp_10_5,evi_10_34,"Libertarians argue that a decrease in government intervention leads to increased freedom for individuals. By limiting the role of the government in society, individuals are able to make their own decisions about how to live their lives and pursue their own interests. For example, a study by the Cato Institute found that countries with lower levels of government intervention tend to have higher levels of individual freedom and economic growth",We should adopt libertarianism,https://www.cato.org/human-freedom-index/2021,Libertarianism increases freedom in the political system,1.0,1.0
kp_10_6,evi_10_41,"By allowing individuals to make their own decisions about how to live their lives, libertarians believe that individuals are better able to pursue their own interests and goals. For example, psychologist Mihaly Csikszentmihalyi argues that individuals are happiest when they are engaged in activities that they find fulfilling and meaningful.",We should adopt libertarianism,https://www.fraserinstitute.org/sites/default/files/economic-freedom-of-the-world-2021.pdf,Libertarianism increases happiness/fulfilment,1.0,1.0
kp_10_8,evi_10_55,"Sunstein and Thaler state that the libertarian aspect of our strategies lies in the straightforward insistence that, in general, people should be free to do what they like-and to opt out of undesirable arrangements if they want to do so.",We should adopt libertarianism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Libertarianism increases individual freedom/liberties,1.0,1.0
kp_10_2,evi_10_15,"Libertarians often argue that market-based solutions are the most efficient and just way to address social problems, but many critics argue that markets can fail to address important social needs and can result in unequal outcomes. For example, economist Joseph Stiglitz argues that market failures, such as information asymmetries and externalities, can result in unequal outcomes and require government intervention to address.",We should adopt libertarianism,https://wwnorton.com/books/the-price-of-inequality/,Libertarianism is unjust/non-equal,-1.0,1.0
kp_10_3,evi_10_21,"Proponents of libertarianism support legalization of what they regard as victimless crimes, such as recreational drug and alcohol use, gun ownership, and prostitution.",We should adopt libertarianism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Libertarianism removes essential laws/infrastructure/government services,-1.0,1.0
kp_10_4,evi_10_26,"The government has a crucial role in protecting basic human rights such as freedom of speech, religion, and assembly. These rights are often enshrined in constitutional documents and are protected by laws and institutions that are enforced by the government. For example, a report by Human Rights Watch (HRW) highlights the importance of government protection of human rights, particularly for vulnerable and marginalized groups",We should adopt libertarianism,https://www.hrw.org/world-report/2021,The government is essential to protect the rights of citizens,-1.0,1.0
kp_11_0,evi_11_1,"According to the World Health Organization, there is a critical shortage of organs available for transplantation, and many people die while waiting for a suitable organ to become available.",We should ban human cloning,https://www.who.int/transplantation/donation_and_transplantation_observatory/data/en/,Cloning can be used for organ replication,-1.0,1.0
kp_11_1,evi_11_11,"For example, cloning can be used to create a child who is genetically related to one of the parents. A study by the Journal of Assisted Reproduction and Genetics found that cloning can help couples who are struggling with infertility.",We should ban human cloning,https://link.springer.com/article/10.1007/s10815-018-1342-0,Cloning helps those who can’t otherwise have a child,-1.0,1.0
kp_11_5,evi_11_43,"A society that tolerates cloning, Kass writes, has forgotten how to shudder [and] always rationalizes away the abominable. A society that allows cloning has, whether it knows it or not, tacitly said yes to converting procreation into manufacture and to treating our children as pure projects of our will.",We should ban human cloning,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Cloning is not understood enough yet,1.0,1.0
kp_11_6,evi_11_56,"Pope John Paul II: These techniques, insofar as they involve the manipulation and destruction of human embryos, are not morally acceptable, even when their proposed goal is good in itself",We should ban human cloning,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Cloning is unethical/anti-religious,1.0,1.0
kp_11_7,evi_11_66,"Rev. Demetri Demopulos, Greek Orthodox pastor and geneticist: As an Orthodox Christian, I speak out in opposition to any attempt to clone a human being because humans are supposed to be created by acts of love between two people, not through the manipulation of cells in acts that are ultimately about self-love",We should ban human cloning,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Cloning is unnatural,1.0,1.0
kp_11_8,evi_11_71,"FDA biotechnology chief Dr. Phil Noguchi warned that the human cloning, even if it worked, risked transferring sexually transmitted diseases to the newly born child.",We should ban human cloning,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Cloning is unsafe,1.0,1.0
kp_11_2,evi_11_23,"For example, scientists could use cloning to produce stem cells that could be used to treat a range of diseases. A study by the Nature journal found that cloning could greatly advance stem cell research.",We should ban human cloning,https://www.nature.com/articles/ncomms7456,Cloning promotes health,-1.0,1.0
