key_point_id,evidence_id_1,evidence_id_2,evidence_1,evidence_2,topic,source_1,source_2,argument,stance,label_1,label_2
kp_1_6,evi_1_38,evi_1_43,"There are also other experiences that homeschooled children miss out on. Schools offer work experience opportunities, the ability to participate in sports leagues, and opportunities for recognition and reward (for example, during assemblies). Those who are taught at home do not experience these things, and might feel as though they have missed out.","Homeschooling opponents, such as Harvard Law School professor Elizabeth Bartholet, argue for bans on homeschooling, saying it’s “important that children grow up exposed to community values, social values, democratic values, ideas about nondiscrimination and tolerance of other people’s viewpoints.",Homeschooling should be banned,https://www.highspeedtraining.co.uk/hub/the-homeschooling-debate/,https://www.cato.org/blog/case-against-homeschool-regulation,Mainstream schools are essential to develop social skills,1.0,1.0,1.0
kp_1_9,evi_1_56,evi_1_49,"The National Education Association, a United States teachers' union and professional association, opposes homeschooling.","In September 2006, the European Court of Human Rights upheld the German ban on homeschooling, stating 'parents may not refuse.. [compulsory schooling] on the basis of their convictions', and adding that the right to education 'calls for regulation by the State'.",Homeschooling should be banned,https://en.wikipedia.org/wiki/Homeschooling,https://en.wikipedia.org/wiki/Homeschooling_international_status_and_statistics,Mainstream schools are of higher educational quality,1.0,1.0,1.0
kp_1_2,evi_1_16,evi_1_18,"In 1980, Holt said, 'I want to make it clear that I don't see homeschooling as some kind of answer to badness of schools.","Homeschoolers want to protect their children from violence, drugs andalcohol, psychological abuse, and ill-timed sexuality; help their children accomplish more academicallythan they can accomplish in school; and individualize each child's curriculum, instruction, and learningenvironment",Homeschooling should be banned,https://en.wikipedia.org/wiki/Homeschooling,https://www.ascd.org/el/articles/customization-through-homeschooling,Mainstream schools have a lot of violence/bullying,-1.0,1.0,1.0
kp_1_7,evi_1_45,evi_1_47,"Stanford University political scientist Professor Rob Reich (not to be confused with former U.S. Secretary of Labor, Robert Reich) wrote in The Civic Perils of Homeschooling (2002) that homeschooling can potentially give students a one-sided point of view, as their parents may, even unwittingly, block or diminish all points of view but their own in teaching.","By homeschooling, you are making it your responsibility to meet all your child’s educational needs. You have to be able to deliver the depth and breadth of learning that they require in order to meet their potential. This takes time and energy, even if you’re hiring tutors for some lessons; you will still need to ensure that they’re teaching effectively, and that they are suitable to have access to children. As part of this, you will need to take up references, and check that they have a DBS certificate. Homeschooling also involves preparing the child for any exams that they will sit, and taking them to external examination centres to sit them. This requires a lot of extra work, and examination centres might be far away from your home.",Homeschooling should be banned,https://en.wikipedia.org/wiki/Homeschooling,https://en.wikipedia.org/wiki/Homeschooling,Parents are not qualified as teachers,1.0,1.0,1.0
kp_1_3,evi_1_25,evi_1_23,"Homeschoolers want to have a deeper understanding of their children's educationprogress than school reports provide and to give their children the liberty to explore their own family'sculture, free from the constraints of government-controlled systems and institutions",Home education is favored by a growing number of parents who take direct responsibility for their children's education rather than enrolling them in local public schools seen as not meeting expectations.,Homeschooling should be banned,https://www.ascd.org/el/articles/customization-through-homeschooling,https://en.wikipedia.org/wiki/Education_reform,Parents should be permitted to choose the education of their children,-1.0,1.0,1.0
kp_1_5,evi_1_36,evi_1_30,"Theywant to see their children enjoy a broader socialization than a typical classroom allows and to give theirchildren “a more active learning environment, with provision of real opportunities to structure their owndays","Unschoolers cite studies which report that home educated students tend to be more mature than their schooled peers, and some believe this is a result of the wide range of people with which they have the opportunity to communicate.",Homeschooling should be banned,https://www.ascd.org/el/articles/customization-through-homeschooling,https://en.wikipedia.org/wiki/Unschooling,The home is a good learning environment,-1.0,1.0,1.0
kp_2_0,evi_2_3,evi_2_2,"By freeing himself from other obligations, Paul teaches that a priest is thereby freer to devote himself to God. He also says that the increased solitude away from the demands of wife and family may nourish a priest's spiritual life.","Above all, Paul VI states that the human person is more than simply flesh, and that any true call to a life devoted to God that includes celibacy will also be aided by God's own grace to sustain it: The true, profound reason for dedicated celibacy is, as We have said, the choice of a closer and more complete relationship with the mystery of Christ and the Church for the good of all mankind: in this choice there is no doubt that those highest human values are able to find their fullest expression",The vow of celibacy should be abandoned,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Celibacy allows a priest to focus on God,-1.0,1.0,1.0
kp_2_1,evi_2_9,evi_2_8,Sacerdotalis caelibatus (Latin for Of priestly celibacy) is an encyclical written by Pope Paul VI.,"Thus, from the Church's beginnings, clerical celibacy was 'held in high esteem' and is considered a kind of spiritual marriage with Christ, a concept further popularized by the early Christian theologian Origen.",The vow of celibacy should be abandoned,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Celibacy is a strong religious belief,-1.0,1.0,1.0
kp_2_6,evi_2_37,evi_2_39,"Moreover, the knights of the order were virtually secularized: Pope Paul III commuted their vow of celibacy to one of conjugal fidelity (1540).","George T. Dennis SJ of Catholic University of America says: 'There is simply no clear evidence of a general tradition or practice, much less of an obligation, of priestly celibacy-continence before the beginning of the fourth century.' Peter Fink SJ agrees, saying that underlying premises used in the book, Apostolic Origins of Priestly Celibacy, 'would not stand up so comfortably to historical scrutiny'. Dennis says this book provides no evidence that celibacy had apostolic origins.",The vow of celibacy should be abandoned,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Celibacy is outdated,1.0,1.0,1.0
kp_2_7,evi_2_53,evi_2_51,"It's not just biology, sexual chemistry makes celibacy a difficult lifestyle, says Jimmy O'Brien. Women sometimes saw priests as forbidden fruit and a bit of a challenge, he remembers. But what he found hardest was not having someone to share life with.","Records suggest that some of the nuns, returned to their families with small pensions of ¬£4 a year and still under monastic vows of celibacy, endured considerable hardship as a result of the closure of the convent.",The vow of celibacy should be abandoned,https://www.bbc.co.uk/news/magazine-21654663,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Celibacy is too pressuring/diffcult,1.0,1.0,1.0
kp_2_8,evi_2_59,evi_2_57,Celibacy is an unnatural act in nature. All living organisms are meant to reproduce. The sexual act is critical for the survival of the species.,"Ford suggests that Nouwen only became fully comfortable with his sexual orientation in the last few years of his life, and that Nouwen's depression was caused, in part, by the conflict between his priestly vows of celibacy and the sense of loneliness and longing for intimacy that he experienced.",The vow of celibacy should be abandoned,https://devdutt.com/articles/is-celibacy-unnatural-or-supernatural/,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Celibacy is unhealthy/unnatural,1.0,1.0,1.0
kp_2_9,evi_2_61,evi_2_63,"In 2004, at least 1,092 allegations of sexual abuse were made against at least 756 Catholic priests and deacons in the United States.","Ignoring his vow of celibacy, Urbain Grandier is known to have had sexual relationships with a number of women and to have acquired a reputation as a philanderer.",The vow of celibacy should be abandoned,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Celibacy leads to wrong sexual behaviour,1.0,1.0,1.0
kp_2_2,evi_2_15,evi_2_13,"Although the Pope upholds the sanctity of the sacrament of marriage, he rejects the notion that it is the only reasonable path available to a person. Rather, the love that feeds a priest's choice of celibate life also draws on God:  His charity is drawn from the purest source, practiced in the imitation of God and Christ, and is no less demanding and real than any other genuine love. It gives the priest a limitless horizon, deepens and gives breadth to his sense of responsibility - a mark of mature personality - and inculcates in him, as a sign of a higher and greater fatherhood, a generosity and refinement of heart which offer a superlative enrichment.",According to an obituarist 'he treated women with a detached courtesy as of a celibate priest.,The vow of celibacy should be abandoned,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Celibacy makes the priests to be perceived as holy,-1.0,1.0,1.0
kp_2_10,evi_2_67,evi_2_69,"In 1971, Joseph Matthew Breitenbeck,  american prelate of the Roman Catholic Church, expressed his support for the ordination of women and for ending clerical celibacy in order to address the priest shortage.","In this correspondence, Gerard complained that some of the York canons refused to be ordained as priests, thereby hoping to avoid taking the vow of celibacy.",The vow of celibacy should be abandoned,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Celibacy reduces the pool of people wanting to become priests,1.0,1.0,1.0
kp_2_3,evi_2_21,evi_2_18,"Theresia (Katharina Schoenberger); Sr. Agnes (Elisabeth Haas); Sr. Elisabeth (Anna Maria Mueller); Sr. Klara (Elisabeth Meuser)) took the vows of celibacy, obedience and poverty in front of the Bishop of Limburg, Peter Joseph Blum.","Paul, says Laurent Cleenewerck, a priest of the Orthodox Church in America and professor of theology at Euclid University, clearly favored celibacy, which he understood as a gift. Cleenewerck supports this statement by quoting , Do not deprive one another except perhaps by agreement for a set time, to devote yourselves to prayer, and then come together again, so that Satan may not tempt you because of your lack of self-control. This I say by way of concession, not of command. I wish that all were as I myself am. But each has a particular gift from God, one having one kind and another a different kind. To the unmarried and the widows I say that it is well for them to remain unmarried as I am.",The vow of celibacy should be abandoned,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Priests choose to be celibates,-1.0,1.0,1.0
kp_2_4,evi_2_30,evi_2_24,"Siricius was emphatic that clerical continence belonged to immemorial, even apostolic, tradition. He declared that priests had been under a duty to observe temporary continence when serving in the Temple, but that the coming of Christ had brought the old priesthood to completion, and by this fact the duty of temporary continence had become an obligation to perpetual continence.","Paul VI brings as witness the value of celibacy testified by many religious in the Church throughout the world, in many times and locations",The vow of celibacy should be abandoned,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Religious experiences and traditions should be maintained,-1.0,1.0,1.0
kp_2_5,evi_2_34,evi_2_33,"The Archbishop of Vienna today said priestly celibacy could be one of the causes of the sex abuse scandals to hit the Catholic church. In an article for Thema Kirche, his diocesan magazine, Christoph Schonborn became the most senior figure in the Catholic hierarchy to make the connection between the two and called for an unflinching examination of the possible reasons for paedophilia.","Celibacy could have contributed to the instances of child sexual abuse in the Catholic church, a report by the church’s Truth, Justice and Healing Council in Australia has found. The report, released on Friday as a response to the royal commission into institutional responses to child sexual abuse, said “obligatory celibacy” for Catholic priests “may … have contributed to abuse in some circumstances”, and recommended priests undergo “psycho-sexual development” training.",The vow of celibacy should be abandoned,https://www.theguardian.com/world/2010/mar/11/priestly-celibacy-catholic-sex-scandals,https://www.theguardian.com/world/2014/dec/12/celibacy-rule-may-have-contributed-to-child-sex-abuse-says-catholic-church,Removing celibacy could lead to sexually reckless acts,-1.0,1.0,1.0
kp_3_0,evi_3_10,evi_3_0,"Children receive gender specific support from having a mother and a father. Research shows that particular roles of mothers (e.g., to nurture) and fathers (e.g., to discipline), as well as complex biologically rooted interactions, are important for the development of boys and girls (Marriage and the Public Good: Ten Principles, 2006).","Moreover, a 2010 CDC study on child well-being and family structure shows that children from homes with married parents did better in every category.",We should abandon marriage,https://www.foryourmarriage.org/blogs/married-parents-important-children/,https://firstthings.org/marriage-benefits-children/,Marriage benefits children,-1.0,1.0,1.0
kp_3_1,evi_3_15,evi_3_16,"When a marriage produces a child or receives a child through adoption, it is one of life’s greatest blessings. Roughly 40% of children being raised today are in a home without a father. The effects of that fact are staggering. Father absence causes increases in mental and behavioral disorders as well as criminal activity and substance abuse. But when children are raised in a healthy marriage, they get a front row seat to see and experience the lasting benefits of a strong family","Marriage is designed to mirror our Creator’s unconditional love for us. It’s a love that will always be there and will never leave us or forsake us. When a man and woman love one another unconditionally, contentment and joy follow.",We should abandon marriage,https://www.allprodad.com/5-reasons-why-marriage-is-so-important/,https://www.allprodad.com/5-reasons-why-marriage-is-so-important/,"Marriage is important for people, either generally or because of religious/traditional reasons",-1.0,1.0,1.0
kp_3_2,evi_3_26,evi_3_21,"The cautious answer to this question is, yes: married people do appear to be happier than people who are not married, including people who are never married.","But while cohabitation is on the rise, data from Pew and other sources continue to show that married Americans enjoy greater overall happiness, as well as greater satisfaction with their relationships. The marriage happiness premium extends to nearly every aspect of a couple's relationship, with one notable exception: their sex lives.",We should abandon marriage,https://ifstudies.org/blog/does-marriage-really-make-us-healthier-and-happier,https://www.smh.com.au/lifestyle/life-and-relationships/married-people-are-happier-than-unmarried-couples-who-live-together-20191121-p53ct6.html,Marriage makes people happy,-1.0,1.0,1.0
kp_3_3,evi_3_31,evi_3_28,The survey also examines how adults who are married and those who are living with an unmarried partner are experiencing their relationships. It finds that married adults are more satisfied with their relationship and more trusting of their partners than those who are cohabiting.,Married adults are also more likely than cohabiters to say they feel closer to their spouse or partner than to any other adult. About eight-in-ten married adults (78%) say they feel closer to their spouse than to any other adult in their life; a narrower majority of cohabiters (55%) say the same about their partner.,We should abandon marriage,https://www.marriage.com/advice/love/16-ways-to-grow-closer-to-your-mate-this-year/,https://www.pewresearch.org/social-trends/2019/11/06/marriage-and-cohabitation-in-the-u-s/,Marriage makes the couple closer,-1.0,1.0,1.0
kp_3_5,evi_3_45,evi_3_44,"Women must be submissive to male family members in all aspects of her life. Rigid gender roles often result in the expectation that women be submissive to male family members. When married, women are expected to obey their husbands, act according to their wishes and not strive for equal decision making. If they transgress these norms they may face physical violence used by husbands as punishment or discipline.","Millions of girls around the world experience female genital mutilation (FGM) as a prerequisite to marriage or as a means to control a woman’s sexuality before marriage. This is an infringement on a woman’s right to her bodily autonomy, and as it is often performed on school-aged girls, also stops them from being able to access education and deprives them of their childhood, as well as causing both short- and long-term health consequences.",We should abandon marriage,https://www.oxfam.org/en/ten-harmful-beliefs-perpetuate-violence-against-women-and-girls,https://www.globalcitizen.org/en/content/marriage-customs-harmful-to-womens-girls-rights/,Marriage preserves norms that are harmful for women,1.0,1.0,1.0
kp_3_4,evi_3_35,evi_3_34,"Getting married makes financial sense, especially for people who have widely disparate incomes. For example: The annual income limitations for IRA contributions by married couples are based on joint income, allowing for far higher savings. A couple's combined income may well place them in a lower tax bracket than the higher-income spouse would pay as an individual. If each spouse has a different employer, each can choose the better of two health insurance plans. Car insurance and home insurance coverage are cheaper for two than for one. In the long run, the lower-paid spouse may be eligible for a larger Social Security benefit than the person's solo income would allow.","One of the most significant advantages of marriage is eligibility for Social Security spousal and survival benefits. First, as a married couple, you're each eligible to collect your own Social Security benefit or up to 50 percent of your spouse's benefit, whichever is greater. This can be a financial plus if one of you is a higher earner.",We should abandon marriage,https://www.investopedia.com/financial-edge/0412/why-marriage-makes-financial-sense.aspx,https://www.schwab.com/learn/story/does-marriage-bring-financial-benefits,Marriage provides important financial benefits,-1.0,1.0,1.0
kp_3_6,evi_3_53,evi_3_54,"When we zoom out and look at the large-scale picture at the global or regional level since the 1970s, we see an overall increase in divorce rates. The UN in its overview of global marriage patterns notes that there is a general upward trend: “at the world level, the proportion of adults aged 35-39 who are divorced or separated has doubled, passing from 2% in the 1970s to 4% in the 2000s.”","Economists Betsey Stevenson and Justin Wolfers looked in detail at the changes and driving forces in marriage and divorce rates in the US.14 They suggest that the changes we see in divorce rates may be partly reflective of the changes in expectations within marriages as women entered the workforce. Women who married before the large rise in female employment may have found themselves in marriages where expectations were no longer suited. Many people in the postwar years married someone who was probably a good match for the postwar culture, but ended up being the wrong partner after the times had changed. This may have been a driver behind the steep rise in divorces throughout the 1970s and 1980s.",We should abandon marriage,https://ourworldindata.org/marriages-and-divorces,https://ourworldindata.org/marriages-and-divorces,Marriages are unstable,1.0,1.0,1.0
kp_3_7,evi_3_58,evi_3_59,"Qatar’s laws require women to have male guardian permission to marry, regardless of age or former marital status. When a woman is married, guardianship transfers from her father to her husband. The Family Law provides that she can be deemed “disobedient” if she does not obtain her husband’s permission before working, traveling, or if she leaves her home or refuses to have sex with him, without a “legitimate” reason. A few women who fled their marriages after years of abuse told Human Rights Watch their husbands filed claims at court that they had been disobedient which can mean they lose their right to financial support from their husband.","It seems appropriate to start not with the end of marriages, but instead with the laws that governed marital relations. Innate inequality was visible within these laws, best evidenced through the treatment of wives and crime. According to Lord Wilson, the law presumed that, when not evidence to the contrary, a husband forced his wife into committing a crime, and a wife could use marital coercion as a justification for committing the crime. Unsurprisingly, in deeply religious medieval society, these views were upheld, perpetuated, and perhaps sometimes created by the Bible. Indeed, in marriage ceremonies today in which the Book of Common Prayer is still commonly used, the bridegroom is asked “wilt thou love her, comfort her, honour her, keep her..?” whilst the bride is asked “wilt thou obey him, serve him, love, honour and keep him.” Even enshrined within wedding vows is a woman’s essentially contractual commitment to subservience.",We should abandon marriage,https://www.hrw.org/report/2021/03/29/everything-i-have-do-tied-man/women-and-qatars-male-guardianship-rules,https://retrospectjournal.com/2022/03/20/alls-unfair-in-marriage-and-divorce/,Marriages tie up people with unfair obligations,1.0,1.0,1.0
kp_3_8,evi_3_62,evi_3_66,"It's such a dominant approach to love and partnership and so ingrained into the very fabric of many societies today, monogamy may seem like simply the way relationships work.",Knowing that a partner will always prioritize time and personal investment to a single person leaves that person with greater confidence that the emotional dynamics and support system will retain it’s stability. More so than it would with someone who divides time and personal investment between multiple partners who may have changing needs and wants.,We should abandon marriage,https://www.mindbodygreen.com/articles/monogamy,https://www.quora.com/What-are-the-benefits-of-monogamy-What-are-the-disadvantages,Most of the advantages of marriage are achieved by a monogamous relationship,1.0,1.0,1.0
kp_5_5,evi_5_52,evi_5_49,"The death penalty system in the US is applied in an unfair and unjust manner against people, largely dependent on how much money they have, the skill of their attorneys, race of the victim and where the crime took place.  People of color are far more likely to be executed than white people, especially if thevictim is white. Innocent people are too often sentenced to death.  Since 1973, over 156 people have been released from death rows in 26 states because of innocence.  Nationally, at least one person is exonerated for every 10 that are executed.",Judge Fogel halted the execution to permit time to review whether the new injection procedures addressed previous objections.,We should abolish capital punishment,"https://www.aclu.org/other/case-against-death-penalty#:~:text=The%20death%20penalty%20is%20a,ways%20to%20reduce%20violent%20crime.",https://research.ibm.com/haifa/dept/vst/debating_data.shtml,State-sanctioned killing is principally wrong,1.0,1.0,1.0
kp_5_6,evi_5_57,evi_5_55,"A 2010 study by the Administrative Office of the U.S. Courts concluded that the median cost of a federal death penalty case was nearly eight times greater than a non-death penalty case. The average cost for the defense in a federal death penalty trial is $620,932, and that figure does not include the cost incurred by the courts, investigative staff, the jury, and expert witnesses. Mandel also underscored that federal death penalty cases divert resources from other cases. She wrote, If a government employee must devote 1,000 hours to seek a death sentence but only 100 hours to obtain a life without parole sentence pursuant to a plea agreement, that 900 hours could have been devoted to other cases. Mandel concluded, The citizens of New Mexico rejected the death penalty, in part because it requires diverting resources that could be allocated to programs that better increase public safety, health and welfare.",The death penalty is a waste of taxpayer funds and has no public safety benefit. The vast majority of law enforcement professionals surveyed agree that capital punishment does not deter violent crime; a survey of police chiefs nationwide found they rank the death penalty lowest among ways to reduce violent crime.,We should abolish capital punishment,https://deathpenaltyinfo.org/news/costs-pursuing-death-penalty-is-big-waste-of-resources,"https://www.aclu.org/other/case-against-death-penalty#:~:text=The%20death%20penalty%20is%20a,ways%20to%20reduce%20violent%20crime.",The death penalty harms the disenfranchised,1.0,1.0,1.0
kp_5_0,evi_5_4,evi_5_6,"Henry McMaster, JD, Governor of South Carolina, in a May 5, 2021 twitter thread that included a link to the The State article by Emily Bohatch, SC House Passes Bill Bringing Back Electric Chair, Introducing Firing Squad, stated: The S.C House has given second reading to a bill that will restore the state’s ability to carry out the death penalty. We are one step closer to providing victims’ families and loved ones with the justice and closure they are owed by law. I will sign this legislation as soon as it gets to my desk.","Leslie Rutledge, JD, Arkansas Attorney General, and Tom Cotton, JD, US Senator (R-AR), in a Sep. 17, 2019 article, Justice Served: Resuming Death Penalty Right Thing, available at arkansasag.gov, stated: Though we understand some Arkansans have principled objections to the death penalty, we believe the ultimate punishment is warranted for the most heinous murderers. Capital punishment can help bring closure for victims’ families, deter other would-be murderers, and express the moral outrage of our society for the most atrocious crimes. Consider the case of Daniel Lewis Lee, one of the five convicted murderers whose execution will now proceed. Lee belonged to a white-supremacist group called the Aryan People’s Revolution… Simple justice demands that Daniel Lewis Lee and murderers like him face the ultimate punishment, which truly fits the crime. Further, the death penalty in this case warns criminals to stop short of murder, lest they face execution. The death penalty also ends a horrific and prolonged period of pain and justice delayed for a victim’s loved ones–in a case where Lee doesn’t even deny his guilt.",We should abolish capital punishment,https://deathpenalty.procon.org/questions/does-the-death-penalty-offer-closure-or-solace-to-victims-families/,https://deathpenalty.procon.org/questions/does-the-death-penalty-offer-closure-or-solace-to-victims-families/,The death penalty helps the victim/their family,-1.0,1.0,1.0
