key_point_id,evidence_id_1,evidence_id_2,evidence_id_3,evidence_id_4,evidence_id_5,evidence_1,evidence_2,evidence_3,evidence_4,evidence_5,topic,source_1,source_2,source_3,source_4,source_5,argument,stance,label
kp_1_1,evi_1_10,evi_1_11,evi_1_12,evi_1_13,evi_1_14,Gosling has said that homeschooling gave him 'a sense of autonomy that I've never really lost'.,"According to recent research, mainstream schools are failing to meet the requirements of pupils with special educational needs (SEN). Indeed, unhappiness at school is the reason why many parents decide to home educate their children.","“Differentiation is what homeschooling is all about,” Sherry Bushnell told me. She and herhusband founded the National Challenged Homeschoolers Associated Network, an internationalorganization that supports parents who educate special-needs children at home. They homeschool their sonJordan, a 13-year-old boy with Down's syndrome, along with his nine siblings.","Nelson said: One key benefit is the fact that, if you homeschool, you can personalise the education that your child receives according to their interests, needs, ability, and learning style. This might include spending more time outside doing physical exercise, letting them learn more about a subject that’s piqued their interest, or giving them the day off if they’re ill. When education is personalised, children are more engaged. It also allows them to discover their aptitudes and develop as people","The efficiency of homeschooling – and the fact that you don’t have to follow the national curriculum or the typical timings of a school day – leaves you with time to spend broadening your child’s learning. You can make time for play, projects, real experiments, and the arts. Real-life skill building – including cooking, cleaning, volunteering, and learning to budget – could form a part of your school day. You could also choose to learn in different places, like museums, parks, and science centres.",Homeschooling should be banned,https://en.wikipedia.org/wiki/Ryan_Gosling,https://www.theschoolrun.com/home-educating-child-special-educational-needs,https://www.ascd.org/el/articles/customization-through-homeschooling,https://www.highspeedtraining.co.uk/hub/the-homeschooling-debate/,https://www.highspeedtraining.co.uk/hub/the-homeschooling-debate/,Homeschools can be personalized to the child's pace/needs,-1.0,1.0
kp_1_8,evi_1_51,evi_1_52,evi_1_53,evi_1_54,,Unschooling contrasts with other forms of home education in that the student's education is not directed by a teacher and curriculum.,"Take Vyckie Garrison, an ex-Quiverfull mother of seven who, in 2008, enrolled her six school-age children in public school after 18 years of teaching them at home. Garrison, who started the No Longer Quivering blog, says her near-constant pregnancies - which tended to result either in miscarriages or life-threatening deliveries - took a toll on her body and depleted her energy. She wasn't able to devote enough time and energy to homeschooling to ensure a quality education for each child. And she says the lack of regulation in Nebraska, where the family lived, allowed us to get away with some really shoddy homeschooling for a lot of years.","I'm fine with homeschooling, if parents can do it. But that's a big 'if', and there has got to be regulation to ensure that children aren't being abused. Public school is a lot more than just an educational opportunity; it's the single most important social safety net we have in America, because it exists for the most vulnerable section of our population: children. A lot of child abuse cases are detected because teachers noticed suspicious marks on a child. Far more children than any of us would like to believe only get adequate nutrition because of free or reduced price breakfast and lunch at school. School is also the number one reason why parents get their kids vaccinated, because it's usually required for entry; if nothing requires it, it's too easy to just put it off.","Yes, as Calli Arcale and I both have said, homeschooling can be done effectively. However, without oversight, without someone looking in on these kids a few times for the 18 years they're under their parents thumb, the potential for abuse is there. And look, sure enough, abuse. What percentage of kids are abused this way? Who knows? What level would be acceptable? I would suggest zero-tolerance. If even 1% of households are homeschooling with the goal of restricting their children's options, and leaving them functionally illiterate so they're easier to be controlled by their husbands, or parents, than we might be looking at as many as 15-20,000 kids being denied an education. Kids that could be getting that education around the corner in their public school.",,Homeschooling should be banned,https://en.wikipedia.org/wiki/Unschooling,https://scienceblogs.com/denialism/2012/03/15/homeschooling-needs-either-tig,https://scienceblogs.com/denialism/2012/03/15/homeschooling-needs-either-tig,https://scienceblogs.com/denialism/2012/03/15/homeschooling-needs-either-tig,,Homeschools cannot be regulated/standardized,1.0,1.0
kp_1_6,evi_1_37,evi_1_38,evi_1_42,evi_1_43,,"Although we acknowledged in the advantages section that homeschooled children do still develop socially, they naturally lose some interaction by spending more time at home. They may be out of touch with their peers, have fewer friends, and have less experience interacting with people from different backgrounds. Their view of the world could be very narrow and biased. In the worst cases, they could be brought up to be intolerant and misinformed, with little knowledge of general societal values. This could disadvantage them in the future.","There are also other experiences that homeschooled children miss out on. Schools offer work experience opportunities, the ability to participate in sports leagues, and opportunities for recognition and reward (for example, during assemblies). Those who are taught at home do not experience these things, and might feel as though they have missed out.","Researchers from Pennsylvania State University and Duke University tracked more than 700 children from across the US between kindergarten and age 25 and found a significant correlation between their social skills as kindergartners and their success as adults two decades later. The 20-year study showed that socially competent children who could cooperate with their peers without prompting, be helpful to others, understand their feelings, and resolve problems on their own, were far more likely to earn a college degree and have a full-time job by age 25 than those with limited social skills. Those with limited social skills also had a higher chance of getting arrested, binge drinking, and applying for public housing.","Homeschooling opponents, such as Harvard Law School professor Elizabeth Bartholet, argue for bans on homeschooling, saying it’s “important that children grow up exposed to community values, social values, democratic values, ideas about nondiscrimination and tolerance of other people’s viewpoints.",,Homeschooling should be banned,https://www.highspeedtraining.co.uk/hub/the-homeschooling-debate/,https://www.highspeedtraining.co.uk/hub/the-homeschooling-debate/,https://www.businessinsider.com/how-parents-set-their-kids-up-for-success-2016-4?r=US&IR=T,https://www.cato.org/blog/case-against-homeschool-regulation,,Mainstream schools are essential to develop social skills,1.0,1.0
kp_1_9,evi_1_49,evi_1_56,evi_1_58,,,"In September 2006, the European Court of Human Rights upheld the German ban on homeschooling, stating 'parents may not refuse.. [compulsory schooling] on the basis of their convictions', and adding that the right to education 'calls for regulation by the State'.","The National Education Association, a United States teachers' union and professional association, opposes homeschooling.",Teachers are public schools are required to carry education degrees and they may have more experience working with and teaching children. Teaching a child is different from parenting a child and many parents struggle to do both.,,,Homeschooling should be banned,https://en.wikipedia.org/wiki/Homeschooling_international_status_and_statistics,https://en.wikipedia.org/wiki/Homeschooling,https://www.publicschoolreview.com/blog/what-are-the-benefits-of-public-school-over-homeschooling,,,Mainstream schools are of higher educational quality,1.0,1.0
kp_1_2,evi_1_16,evi_1_18,,,,"In 1980, Holt said, 'I want to make it clear that I don't see homeschooling as some kind of answer to badness of schools.","Homeschoolers want to protect their children from violence, drugs andalcohol, psychological abuse, and ill-timed sexuality; help their children accomplish more academicallythan they can accomplish in school; and individualize each child's curriculum, instruction, and learningenvironment",,,,Homeschooling should be banned,https://en.wikipedia.org/wiki/Homeschooling,https://www.ascd.org/el/articles/customization-through-homeschooling,,,,Mainstream schools have a lot of violence/bullying,-1.0,1.0
kp_1_7,evi_1_44,evi_1_45,evi_1_47,evi_1_48,,Larry Kaseman of Home Education magazine argues that the Amendment's focus on rights rather than responsibilities will empower parents to treat their children like property and shelter unfit parents from punishment for neglect and abuse.,"Stanford University political scientist Professor Rob Reich (not to be confused with former U.S. Secretary of Labor, Robert Reich) wrote in The Civic Perils of Homeschooling (2002) that homeschooling can potentially give students a one-sided point of view, as their parents may, even unwittingly, block or diminish all points of view but their own in teaching.","By homeschooling, you are making it your responsibility to meet all your child’s educational needs. You have to be able to deliver the depth and breadth of learning that they require in order to meet their potential. This takes time and energy, even if you’re hiring tutors for some lessons; you will still need to ensure that they’re teaching effectively, and that they are suitable to have access to children. As part of this, you will need to take up references, and check that they have a DBS certificate. Homeschooling also involves preparing the child for any exams that they will sit, and taking them to external examination centres to sit them. This requires a lot of extra work, and examination centres might be far away from your home.","In effect, you are adding two more jobs to your role as parent: you are also becoming a teacher and an administrator. As well as doing everything you do already, you have to plan and implement lessons, organise trips, coordinate activities with other parents, and make sure that you meet the local authority’s requirements. You will be spending a lot of time with your child – perhaps the whole day, every day – and you might not be able to do things that you normally do whilst they are at school. This can lead to stress and fatigue on your part.",,Homeschooling should be banned,https://en.wikipedia.org/wiki/Parental_Rights_Amendment_to_the_United_States_Constitution,https://en.wikipedia.org/wiki/Homeschooling,https://en.wikipedia.org/wiki/Homeschooling,https://www.highspeedtraining.co.uk/hub/the-homeschooling-debate/,,Parents are not qualified as teachers,1.0,1.0
kp_1_3,evi_1_21,evi_1_23,evi_1_25,,,"Franklin was an opponent of public schools, stating on his weekly blog that, 'The State Has No Jurisdiction To Educate Our Children - Period!'Rep. Franklin commented that public schools are a 'sinking ship' and he believed that private and home schooling are a better alternative for Georgia.",Home education is favored by a growing number of parents who take direct responsibility for their children's education rather than enrolling them in local public schools seen as not meeting expectations.,"Homeschoolers want to have a deeper understanding of their children's educationprogress than school reports provide and to give their children the liberty to explore their own family'sculture, free from the constraints of government-controlled systems and institutions",,,Homeschooling should be banned,https://en.wikipedia.org/wiki/Bobby_Franklin,https://en.wikipedia.org/wiki/Education_reform,https://www.ascd.org/el/articles/customization-through-homeschooling,,,Parents should be permitted to choose the education of their children,-1.0,1.0
kp_1_5,evi_1_30,evi_1_36,,,,"Unschoolers cite studies which report that home educated students tend to be more mature than their schooled peers, and some believe this is a result of the wide range of people with which they have the opportunity to communicate.","Theywant to see their children enjoy a broader socialization than a typical classroom allows and to give theirchildren “a more active learning environment, with provision of real opportunities to structure their owndays",,,,Homeschooling should be banned,https://en.wikipedia.org/wiki/Unschooling,https://www.ascd.org/el/articles/customization-through-homeschooling,,,,The home is a good learning environment,-1.0,1.0
kp_2_0,evi_2_2,evi_2_3,evi_2_4,evi_2_5,evi_2_6,"Above all, Paul VI states that the human person is more than simply flesh, and that any true call to a life devoted to God that includes celibacy will also be aided by God's own grace to sustain it: The true, profound reason for dedicated celibacy is, as We have said, the choice of a closer and more complete relationship with the mystery of Christ and the Church for the good of all mankind: in this choice there is no doubt that those highest human values are able to find their fullest expression","By freeing himself from other obligations, Paul teaches that a priest is thereby freer to devote himself to God. He also says that the increased solitude away from the demands of wife and family may nourish a priest's spiritual life.","Garry Wills, in his book Papal Sin: Structures of Deceit, argued that the imposition of celibacy among Catholic priests played a pivotal role in the cultivation of the Church as one of the most influential institutions in the world. In his discussion concerning the origins of the said policy, Wills mentioned that the Church drew its inspiration from the ascetics, monks who devote themselves to meditation and total abstention from earthly wealth and pleasures in order to sustain their corporal and spiritual purity, after seeing that its initial efforts in propagating the faith were fruitless. The rationale behind such strict policy is that it significantly helps the priests perform well in their religious services while at the same time following the manner in which Jesus Christ lived his life",Supporters of clerical celibacy answer that God only calls men to the priesthood if they are capable. Those who are not called to the priesthood should seek other paths in life since they will be able to serve God better there.,"Advocates see clerical celibacy as a special gift of God by which sacred ministers can more easily remain close to Christ with an undivided heart, and can dedicate themselves more freely to the service of God and their neighbour.",The vow of celibacy should be abandoned,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Celibacy allows a priest to focus on God,-1.0,1.0
kp_2_1,evi_2_8,evi_2_9,evi_2_10,evi_2_11,evi_2_12,"Thus, from the Church's beginnings, clerical celibacy was 'held in high esteem' and is considered a kind of spiritual marriage with Christ, a concept further popularized by the early Christian theologian Origen.",Sacerdotalis caelibatus (Latin for Of priestly celibacy) is an encyclical written by Pope Paul VI.,"In 1074, mandatory celibacy of the clergy became canon law as part of Pope Gregory VII's effort to eliminate several forms of medieval church corruption.",Supporters of celibacy claim that Roman Catholic priests suffering sexual temptations are not likely to turn immediately to a teenage boy simply because Church discipline does not permit clergy to marry.,"Later, when the secular clergy was recruited largely from among married men, this custom became almost universal, for, as the episcopal office could not be conferred upon men who were married, it developed, in a way, into a privilege of the religious who had taken the vow of celibacy.",The vow of celibacy should be abandoned,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Celibacy is a strong religious belief,-1.0,1.0
kp_2_6,evi_2_45,evi_2_46,evi_2_47,evi_2_48,evi_2_49,"Aware of discussions on the continued mandatory priestly celibacy, most prominently by the Cardinal Archbishop Emmanuel C√©lestin Suhard of Paris, Spiazzi argued in Monitor Ecclesiasticus, that historical evidence for mandatory priestly celibacy was extremely shaky.","The forerunner of the CƒåSH was the Jednota (Union of the Catholic Czechoslovak Clergy), which was founded in 1890 to promote modernist reforms in the Roman Catholic Church, such as use of the vernacular in the liturgy and the adoption of voluntary rather than compulsory clerical celibacy.","In a radio interview given on March 10, 2009, Egan stated that clerical celibacy in the Latin Rite could be open to discussion [REF].","Priestly celibacy is a practice rather than required dogma, and many at the time had expected that it might be relaxed together with other practices.",Lakeland believes that Clerical celibacy should become optional and that change is inevitable.,The vow of celibacy should be abandoned,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Celibacy is outdated,1.0,1.0
kp_2_7,evi_2_51,evi_2_53,evi_2_54,,,"Records suggest that some of the nuns, returned to their families with small pensions of ¬£4 a year and still under monastic vows of celibacy, endured considerable hardship as a result of the closure of the convent.","It's not just biology, sexual chemistry makes celibacy a difficult lifestyle, says Jimmy O'Brien. Women sometimes saw priests as forbidden fruit and a bit of a challenge, he remembers. But what he found hardest was not having someone to share life with.","Forcing priests to suppress their urges or hide their sexual behaviour has warped people, believes Elizabeth Abbott, author of A History of Celibacy: For thousands of years it's failed. It brings out horrible things.",,,The vow of celibacy should be abandoned,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://www.bbc.co.uk/news/magazine-21654663,https://www.bbc.co.uk/news/magazine-21654663,,,Celibacy is too pressuring/diffcult,1.0,1.0
kp_2_8,evi_2_56,evi_2_57,evi_2_58,evi_2_59,,"Protestant apologists further argue that clerical celibacy violates the Biblical teaching in the First Epistle to Timothy:. The Spirit clearly says that in later times some will abandon the faith and follow deceiving spirits and things taught by demons. Such teachings come through hypocritical liars, whose consciences have been seared as with a hot iron. They forbid people to marry and order them to abstain from certain foods, which God created to be received with thanksgiving by those who believe and who know the truth. For everything God created is good, and nothing is to be rejected if it is received with thanksgiving.","Ford suggests that Nouwen only became fully comfortable with his sexual orientation in the last few years of his life, and that Nouwen's depression was caused, in part, by the conflict between his priestly vows of celibacy and the sense of loneliness and longing for intimacy that he experienced.","Men are driven by testosterone to want sex, says John Wass, Professor of Endocrinology at Oxford University. Women are driven to a lesser degree by a mixture of testosterone and oestrogen, he explains. ’I'd regard celibacy as a totally abnormal state.’ Around 80-90% of men masturbate and it's likely that priests do too, he says. There is data to suggest that men who ejaculate more are less prone to prostate cancer, he says. You could argue that it's not so healthy to be celibate.",Celibacy is an unnatural act in nature. All living organisms are meant to reproduce. The sexual act is critical for the survival of the species.,,The vow of celibacy should be abandoned,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://www.bbc.co.uk/news/magazine-21654663,https://devdutt.com/articles/is-celibacy-unnatural-or-supernatural/,,Celibacy is unhealthy/unnatural,1.0,1.0
kp_2_9,evi_2_61,evi_2_63,evi_2_64,evi_2_65,evi_2_66,"In 2004, at least 1,092 allegations of sexual abuse were made against at least 756 Catholic priests and deacons in the United States.","Ignoring his vow of celibacy, Urbain Grandier is known to have had sexual relationships with a number of women and to have acquired a reputation as a philanderer.",Christoph Sch√∂nborn and Hans K√ºng have also said that priestly celibacy could be one of the causes of the sex abuse scandals within the Catholic Church.,"In the wake of the clergy sexual abuse scandals, some critics have charged that priestly celibacy was a contributing factor","In 1395 there was a transvestite homosexual prostitute arrested in London with some records surviving, and the Twelve Conclusions of the Lollards included the denunciation of priestly celibacy as a cause of sodomy.",The vow of celibacy should be abandoned,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Celibacy leads to wrong sexual behaviour,1.0,1.0
kp_2_2,evi_2_13,evi_2_15,evi_2_16,,,According to an obituarist 'he treated women with a detached courtesy as of a celibate priest.,"Although the Pope upholds the sanctity of the sacrament of marriage, he rejects the notion that it is the only reasonable path available to a person. Rather, the love that feeds a priest's choice of celibate life also draws on God:  His charity is drawn from the purest source, practiced in the imitation of God and Christ, and is no less demanding and real than any other genuine love. It gives the priest a limitless horizon, deepens and gives breadth to his sense of responsibility - a mark of mature personality - and inculcates in him, as a sign of a higher and greater fatherhood, a generosity and refinement of heart which offer a superlative enrichment.","In 387 or 390, or according to others in 400, a Council of Carthage decreed that bishops, priests and deacons abstain from conjugal relations: It is fitting that the holy bishops and priests of God as well as the Levites, i.e. those who are in the service of the divine sacraments, observe perfect continence, so that they may obtain in all simplicity what they are asking from God; what the Apostles taught and what antiquity itself observed, let us also endeavour to keep.. It pleases us all that bishop, priest and deacon, guardians of purity, abstain from conjugal intercourse with their wives, so that those who serve at the altar may keep a perfect chastity.",,,The vow of celibacy should be abandoned,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,,,Celibacy makes the priests to be perceived as holy,-1.0,1.0
kp_2_10,evi_2_67,evi_2_69,,,,"In 1971, Joseph Matthew Breitenbeck,  american prelate of the Roman Catholic Church, expressed his support for the ordination of women and for ending clerical celibacy in order to address the priest shortage.","In this correspondence, Gerard complained that some of the York canons refused to be ordained as priests, thereby hoping to avoid taking the vow of celibacy.",,,,The vow of celibacy should be abandoned,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,,,,Celibacy reduces the pool of people wanting to become priests,1.0,1.0
